ID_Estudiante,Universidad,Carrera,Edad,Sexo,Año_Cursado,Actividad_Extracurricular,Red_Social_Favorita,Motivacion_Principal,Reto_Mayor,Tecnologia_Clave,Promedio_Academico,Horas_Estudio_Semana,Horas_Ocio_Semana,Satisfaccion_Vida,Emprende,Fecha_Registro
180,UC,Arquitectura,26,femenino,6,Voluntariado,TikTok,Impactar en la sociedad,Falta de tiempo,Canva,12.98,28.5,29.6,Muy baja,No,2023-11-18
181,UNIMET,Comunicación Social,25,Masculino,5,Deporte,Instagram,Reconocimiento,Desinformación,Python,12.78,6.1,9.0,Alta,Sí,2022-08-01
182,LUZ,Medicina,23,Masculino,4,Emprendimiento,TikTok,Superación personal,Desigualdad,SPSS,17.72,23.7,16.3,Muy alta,No,2022-08-15
183,ULA,Derecho,19,Masculino,6,Emprendimiento,WhatsApp,Innovar,Desmotivación,R,16.52,6.3,27.4,Alta,No,2022-07-16
184,ULA,Administración,19,Masculino,2,Emprendimiento,Discord,Impactar en la sociedad,Presión social,Canva,18.32,33.3,24.0,Media,No,2023-05-15
185,USB,Educación,18,Masculino,6,Deporte,WhatsApp,Impactar en la sociedad,Estrés académico,Python,19.75,16.2,15.6,Alta,No,2023-05-16
186,UCV,Educación,21,Femenino,5,Voluntariado,WhatsApp,Superación personal,Desmotivación,Canva,14.74,24.7,28.5,Baja,No,2022-05-22
187,LUZ,Arquitectura,19,femenino,4,Deporte,Discord,Networking,Presión social,Canva,10.67,14.8,3.6,Alta,Sí,2022-12-26
188,UPEL,Economía,22,Masculino,3,Emprendimiento,Discord,Impactar en la sociedad,Ansiedad,R,10.48,32.4,28.1,Alta,Sí,2022-05-03
189,UC,Psicología,18,Masculino,5,Arte,Twitter/X,Desarrollar habilidades,Desmotivación,Power BI,12.96,36.0,3.4,Baja,No,2022-11-05
190,UNIMET,Economía,19,Femenino,4,Investigación,Twitter/X,Superación personal,Presión social,JavaScript,19.33,19.0,17.3,Muy alta,no,2022-10-16
191,UCAB,Psicología,21,Masculino,6,Danza,WhatsApp,Impactar en la sociedad,Falta de recursos,Figma,15.23,35.2,26.9,Media,No,2022-12-07
192,UNIMET,Economía,27,Femenino,1,Deporte,WhatsApp,Reconocimiento,Desmotivación,Canva,12.72,14.3,9.4,Muy alta,No,2023-04-13
193,UNEXPO,Administración,27,Masculino,1,Voluntariado,Instagram,Diversión,Desmotivación,Canva,13.99,23.7,15.2,Media,No,2022-11-24
194,ULA,Derecho,17,Femenino,2,Voluntariado,Instagram,Desarrollar habilidades,Falta de tiempo,HTML/CSS,15.99,35.1,11.1,Baja,No,2022-05-16
195,UC,Derecho,17,Masculino,4,Viajes,Twitter/X,Diversión,Desinformación,Figma,16.53,16.4,28.7,Media,no,2022-05-18
196,UNEXPO,Medicina,26,MASCULINO,1,Investigación,Facebook,Diversión,Falta de tiempo,R,11.54,38.4,25.1,Media,Sí,2022-08-20
197,LUZ,Biología,25,Femenino,3,Gaming,Facebook,Impactar en la sociedad,Desmotivación,Excel,19.77,9.3,21.9,Baja,No,2023-02-02
198,UCAB,Derecho,23,masculino,4,Música,Twitter/X,Desarrollar habilidades,Desinformación,SPSS,15.45,5.6,18.5,Alta,No,2023-11-27
199,UCV,Derecho,17,Femenino,3,Emprendimiento,Instagram,Desarrollar habilidades,Presión social,Canva,11.36,36.6,25.0,Alta,Sí,2023-01-29
200,UC,Comunicación Social,24,Masculino,3,Gaming,Instagram,Networking,Estrés académico,JavaScript,18.94,7.4,13.0,Alta,No,2022-04-19
201,UC,Comunicación Social,19,Masculino,1,Viajes,Facebook,Diversión,Estrés académico,SPSS,10.75,39.7,14.5,Muy baja,No,2022-12-21
202,ULA,Medicina,24,Masculino,4,Emprendimiento,TikTok,Desarrollar habilidades,Desmotivación,Figma,19.08,38.3,22.4,Alta,No,2023-11-23
203,UNEARTE,Biología,21,Masculino,6,Investigación,TikTok,Networking,Falta de recursos,SPSS,19.97,9.8,12.0,Baja,No,2022-09-13
204,UC,Arquitectura,17,Masculino,5,Viajes,Instagram,Superación personal,Ansiedad,Power BI,17.0,23.8,3.8,Alta,Sí,2023-05-11
205,USB,Comunicación Social,23,Femenino,1,Emprendimiento,TikTok,Networking,Presión social,Canva,17.7,11.5,4.1,Baja,No,2023-08-29
206,UCAB,Arquitectura,21,Femenino,1,Investigación,Discord,Reconocimiento,Desinformación,SPSS,13.37,20.0,5.2,Muy alta,No,2022-03-15
207,UCAB,Ingeniería,22,Masculino,6,Club de Debate,Twitter/X,Innovar,Desmotivación,Excel,19.42,7.1,26.4,Alta,No,2023-09-30
208,USB,Comunicación Social,22,Masculino,4,Gaming,Twitter/X,Impactar en la sociedad,Presión social,Excel,15.3,12.8,15.2,Alta,Sí,2023-08-21
209,UPEL,Administración,24,Masculino,4,Gaming,Instagram,Superación personal,Desmotivación,Canva,17.32,17.7,22.0,Media,No,2023-07-04
210,USB,Biología,25,Masculino,3,Música,WhatsApp,Innovar,Falta de recursos,SQL,19.24,20.4,13.0,Baja,No,2022-10-20
211,USB,Medicina,18,Femenino,6,Investigación,Facebook,Innovar,Desigualdad,Excel,19.75,39.2,9.2,Media,No,2023-05-01
212,UCAB,Ingeniería,25,Masculino,6,Deporte,Instagram,Superación personal,Desigualdad,SPSS,18.33,33.3,11.7,Muy alta,NO,2022-03-23
213,UNIMET,Biología,27,Femenino,4,Club de Debate,TikTok,Reconocimiento,Falta de recursos,Python,13.03,30.8,24.2,Muy alta,no,2023-05-13
214,UCAB,Administración,26,Masculino,3,Arte,Facebook,Networking,Desinformación,Excel,19.67,23.8,19.5,Muy baja,No,2022-10-07
215,UNEARTE,Biología,25,Femenino,1,Emprendimiento,WhatsApp,Impactar en la sociedad,Falta de tiempo,Figma,16.28,34.4,28.3,Alta,No,2022-06-14
216,ULA,Administración,26,Femenino,2,Club de Debate,TikTok,Networking,Falta de recursos,SQL,19.31,16.9,21.0,Alta,No,2023-03-25
217,UNEXPO,Administración,26,Femenino,5,Investigación,Discord,Desarrollar habilidades,Desmotivación,SPSS,16.76,29.8,18.0,Alta,No,2023-04-24
218,UNIMET,Arquitectura,23,Femenino,1,Danza,TikTok,Networking,Desinformación,R,13.07,39.8,19.1,Baja,Sí,2023-10-29
219,UCV,Economía,17,Masculino,4,Emprendimiento,Discord,Superación personal,Estrés académico,HTML/CSS,13.7,16.0,28.4,Media,Sí,2023-03-08
220,UNEXPO,Ingeniería,23,Femenino,5,Voluntariado,Facebook,Impactar en la sociedad,Falta de recursos,R,15.5,28.6,24.1,Media,NO,2023-06-17
221,ULA,Biología,26,Femenino,2,Gaming,Discord,Networking,Desinformación,Power BI,17.9,34.6,2.7,Alta,No,2022-04-16
222,UNEARTE,Psicología,21,Femenino,2,Investigación,Facebook,Impactar en la sociedad,Falta de recursos,HTML/CSS,13.18,37.1,17.0,Media,No,2022-09-04
223,UNEARTE,Ingeniería,22,Femenino,3,Voluntariado,Facebook,Impactar en la sociedad,Falta de recursos,Power BI,15.8,30.1,21.3,Media,No,2023-02-16
224,UCV,Economía,26,Femenino,5,Música,Facebook,Desarrollar habilidades,Falta de tiempo,HTML/CSS,13.46,14.9,23.0,Muy alta,No,2022-08-27
225,UNIMET,Ingeniería,23,Femenino,3,Viajes,Facebook,Desarrollar habilidades,Falta de tiempo,HTML/CSS,18.16,16.4,8.0,Alta,Sí,2022-04-03
226,UPEL,Derecho,21,Masculino,1,Arte,Facebook,Superación personal,Desmotivación,Python,14.67,5.7,26.3,Muy alta,Sí,2023-10-12
227,USB,Psicología,23,Masculino,6,Arte,TikTok,Reconocimiento,Desinformación,JavaScript,10.77,31.6,28.8,Media,Sí,2022-03-14
228,UNIMET,Economía,25,Masculino,6,Voluntariado,Facebook,Innovar,Desinformación,Figma,11.66,6.5,8.6,Baja,No,2022-03-14
229,UPEL,Arquitectura,19,Masculino,6,Gaming,TikTok,Impactar en la sociedad,Ansiedad,R,10.61,35.3,26.7,Muy alta,No,2022-05-16
230,UNEARTE,Biología,24,Femenino,5,Música,Facebook,Reconocimiento,Falta de recursos,Excel,14.99,9.2,4.7,Media,Sí,2023-07-30
231,UCAB,Educación,18,Masculino,6,Danza,Discord,Innovar,Desigualdad,SPSS,11.06,11.0,3.6,Baja,No,2022-08-21
232,ULA,Economía,27,Masculino,1,Gaming,Facebook,Innovar,Falta de recursos,SQL,11.14,21.7,5.6,Media,No,2022-03-17
233,UCV,Medicina,23,Masculino,3,Club de Debate,WhatsApp,Superación personal,Falta de recursos,Figma,19.41,30.8,3.6,Baja,No,2023-08-30
234,ULA,Biología,18,Femenino,5,Arte,Facebook,Innovar,Desinformación,Power BI,18.73,9.9,25.7,Media,NO,2023-08-19
235,LUZ,Economía,20,Femenino,3,Club de Debate,Facebook,Innovar,Falta de recursos,Python,14.52,20.4,3.7,Muy alta,No,2022-05-20
236,LUZ,Derecho,23,Femenino,5,Emprendimiento,Discord,Impactar en la sociedad,Presión social,Power BI,19.86,21.9,9.6,Muy alta,no,2022-05-23
237,UNIMET,Educación,19,Femenino,3,Deporte,Twitter/X,Impactar en la sociedad,Falta de recursos,JavaScript,10.0,12.4,4.9,Muy alta,SI,2022-12-20
238,UNEARTE,Derecho,18,Masculino,2,Investigación,Discord,Diversión,Presión social,SQL,16.14,9.0,10.3,Baja,No,2023-10-09
239,UNEARTE,Educación,27,Masculino,3,Música,WhatsApp,Reconocimiento,Falta de tiempo,Python,16.16,34.3,4.5,Media,No,2023-09-18
240,USB,Medicina,26,Masculino,6,Gaming,Twitter/X,Networking,Desigualdad,Power BI,14.57,22.6,20.7,Muy baja,no,2022-12-27
241,USB,Biología,23,Masculino,2,Arte,Instagram,Desarrollar habilidades,Desmotivación,JavaScript,13.97,5.5,5.7,Muy alta,No,2023-02-08
242,USB,Arquitectura,17,Masculino,3,Club de Debate,Instagram,Networking,Desinformación,SPSS,14.55,33.1,25.9,Media,No,2023-01-02
243,UCAB,Derecho,24,Masculino,5,Viajes,WhatsApp,Reconocimiento,Falta de recursos,SPSS,14.15,39.3,24.9,Alta,SI,2022-10-03
244,UNEXPO,Derecho,19,femenino,5,Emprendimiento,Discord,Desarrollar habilidades,Presión social,Power BI,17.3,26.2,2.4,Alta,No,2022-06-09
245,UC,Administración,18,Femenino,5,Investigación,TikTok,Networking,Presión social,Figma,11.35,22.6,27.1,Media,No,2023-06-22
246,UNEXPO,Educación,19,Femenino,4,Investigación,WhatsApp,Diversión,Falta de tiempo,SQL,11.98,35.7,2.8,Media,No,2022-02-12
247,ULA,Comunicación Social,21,Femenino,1,Gaming,Twitter/X,Desarrollar habilidades,Presión social,Canva,11.81,38.3,8.7,Muy alta,No,2022-03-19
248,UNEXPO,Biología,27,Masculino,5,Música,Twitter/X,Impactar en la sociedad,Desmotivación,Figma,12.62,31.4,2.9,Muy alta,No,2023-05-04
249,UCAB,Educación,24,Masculino,2,Danza,Facebook,Networking,Estrés académico,SPSS,15.25,20.6,11.4,Media,No,2022-09-14
250,ULA,Administración,26,Femenino,5,Viajes,Instagram,Desarrollar habilidades,Ansiedad,SQL,11.11,25.7,16.4,Media,No,2022-06-11
251,UNEXPO,Ingeniería,23,Otro,4,Gaming,Twitter/X,Diversión,Desmotivación,JavaScript,18.68,29.5,24.3,Muy alta,No,2023-04-10
252,UCAB,Educación,23,Femenino,6,Club de Debate,WhatsApp,Innovar,Desigualdad,Python,12.97,11.8,11.5,Muy baja,No,2022-10-21
253,UC,Arquitectura,23,femenino,2,Deporte,Twitter/X,Desarrollar habilidades,Desmotivación,HTML/CSS,11.63,20.7,21.8,Media,No,2022-09-29
254,UNEXPO,Biología,24,Femenino,4,Voluntariado,WhatsApp,Desarrollar habilidades,Falta de tiempo,Power BI,16.76,34.0,7.3,Baja,No,2023-07-10
255,UCAB,Administración,17,Femenino,6,Danza,TikTok,Diversión,Falta de tiempo,R,10.38,27.9,23.0,Alta,No,2022-03-16
256,USB,Ingeniería,20,Masculino,2,Música,Facebook,Innovar,Desmotivación,SQL,16.2,19.4,8.6,Muy baja,No,2022-07-16
257,UNEARTE,Psicología,22,Femenino,3,Emprendimiento,Instagram,Networking,Falta de recursos,Excel,16.98,28.2,6.0,Media,No,2022-07-06
258,USB,Administración,25,Femenino,1,Danza,Twitter/X,Superación personal,Estrés académico,JavaScript,12.15,9.1,7.2,Media,NO,2022-06-26
259,UNEARTE,Psicología,18,Femenino,1,Arte,WhatsApp,Networking,Falta de recursos,Canva,10.42,19.1,7.1,Alta,Sí,2022-07-21
260,UCV,Biología,17,Masculino,4,Música,Discord,Innovar,Falta de recursos,HTML/CSS,13.64,32.8,16.4,Muy alta,No,2022-07-08
261,UCV,Derecho,26,Masculino,6,Deporte,Instagram,Reconocimiento,Desmotivación,Excel,10.99,12.7,25.7,Alta,No,2022-04-13
262,UCV,Administración,18,Femenino,1,Arte,TikTok,Diversión,Desinformación,Canva,11.16,11.5,4.2,Alta,si,2022-07-07
263,UC,Medicina,23,Masculino,6,Danza,WhatsApp,Networking,Desinformación,R,12.54,38.3,21.8,Alta,Sí,2022-09-30
264,USB,Psicología,19,Masculino,6,Voluntariado,Facebook,Desarrollar habilidades,Desinformación,SPSS,12.95,12.3,20.3,Muy baja,No,2023-09-13
265,UNEARTE,Arquitectura,26,Femenino,4,Voluntariado,Facebook,Diversión,Estrés académico,Figma,15.3,14.1,26.4,Media,Sí,2023-07-24
266,UCAB,Medicina,18,Femenino,4,Deporte,TikTok,Impactar en la sociedad,Falta de recursos,Power BI,16.78,38.9,8.8,Muy alta,No,2022-06-20
267,ULA,Economía,27,Femenino,4,Investigación,TikTok,Innovar,Ansiedad,Python,15.93,30.7,14.6,Media,No,2023-06-16
268,UCAB,Economía,23,Femenino,1,Viajes,Facebook,Networking,Desigualdad,Canva,11.48,29.5,27.9,Baja,No,2023-07-20
269,ULA,Ingeniería,18,Masculino,4,Emprendimiento,Twitter/X,Diversión,Desinformación,HTML/CSS,11.72,34.9,20.5,Alta,No,2022-10-22
270,LUZ,Derecho,19,Femenino,1,Investigación,Twitter/X,Networking,Desinformación,SQL,18.79,9.1,12.9,Media,no,2022-09-03
271,UCAB,Biología,27,Masculino,4,Voluntariado,WhatsApp,Diversión,Falta de tiempo,SPSS,15.58,29.7,5.7,Media,No,2022-05-08
272,UNEXPO,Administración,23,Masculino,5,Voluntariado,Discord,Desarrollar habilidades,Falta de recursos,SQL,18.7,22.6,9.3,Muy alta,Sí,2023-04-22
273,UNEXPO,Comunicación Social,20,Femenino,6,Club de Debate,WhatsApp,Impactar en la sociedad,Falta de recursos,HTML/CSS,13.72,34.0,18.3,Muy alta,No,2023-02-10
274,UNIMET,Arquitectura,17,Masculino,4,Arte,Discord,Impactar en la sociedad,Estrés académico,SQL,16.14,22.8,22.1,Media,NO,2023-08-10
275,USB,Psicología,21,Femenino,2,Danza,TikTok,Reconocimiento,Estrés académico,Canva,15.24,26.7,5.5,Muy alta,No,2022-08-05
276,ULA,Biología,25,masculino,6,Emprendimiento,Instagram,Diversión,Desinformación,JavaScript,13.19,21.7,18.8,Alta,NO,2023-05-12
277,ULA,Medicina,24,Masculino,6,Deporte,WhatsApp,Networking,Falta de recursos,SQL,14.7,21.7,17.4,Alta,si,2023-04-14
278,USB,Economía,25,Masculino,4,Danza,WhatsApp,Impactar en la sociedad,Ansiedad,Figma,15.02,31.9,16.4,Muy baja,Sí,2023-02-07
279,UC,Arquitectura,26,Masculino,3,Club de Debate,Discord,Innovar,Desigualdad,R,12.01,27.0,21.3,Baja,No,2022-08-24
280,UNIMET,Comunicación Social,25,Femenino,4,Voluntariado,TikTok,Impactar en la sociedad,Desmotivación,Python,13.15,27.2,25.4,Alta,No,2023-02-22
281,UC,Administración,23,Masculino,6,Deporte,TikTok,Superación personal,Falta de recursos,Canva,17.91,20.8,11.0,Muy alta,No,2023-02-08
282,UC,Ingeniería,20,femenino,2,Voluntariado,Discord,Superación personal,Falta de tiempo,Excel,19.16,23.6,26.9,Alta,No,2023-01-22
283,UC,Comunicación Social,21,Masculino,6,Emprendimiento,TikTok,Impactar en la sociedad,Desmotivación,HTML/CSS,13.6,31.1,6.5,Baja,No,2022-02-02
284,USB,Arquitectura,17,Masculino,2,Arte,Facebook,Diversión,Falta de recursos,SPSS,13.07,33.9,6.8,Baja,SI,2022-08-01
285,UC,Comunicación Social,17,Masculino,1,Danza,Twitter/X,Reconocimiento,Presión social,Canva,11.95,29.4,9.5,Alta,No,2022-06-04
286,UNEXPO,Arquitectura,19,Femenino,5,Danza,Facebook,Impactar en la sociedad,Estrés académico,JavaScript,16.78,37.3,5.3,Baja,no,2022-10-15
287,UCV,Arquitectura,24,Femenino,6,Investigación,Instagram,Desarrollar habilidades,Falta de tiempo,SPSS,13.23,33.7,8.4,Alta,Sí,2023-08-31
288,LUZ,Educación,18,Masculino,4,Deporte,WhatsApp,Networking,Desigualdad,Figma,19.88,24.7,5.0,Muy baja,Sí,2022-12-19
289,ULA,Psicología,20,Femenino,1,Viajes,Instagram,Reconocimiento,Desinformación,HTML/CSS,13.26,28.5,25.0,Baja,no,2022-11-22
290,ULA,Economía,18,Masculino,5,Club de Debate,WhatsApp,Desarrollar habilidades,Falta de tiempo,SPSS,13.94,37.4,5.9,Alta,No,2023-02-23
291,LUZ,Educación,21,Otro,4,Viajes,Twitter/X,Reconocimiento,Falta de recursos,SQL,16.03,26.7,22.9,Alta,No,2022-08-13
292,USB,Administración,25,Femenino,3,Investigación,TikTok,Desarrollar habilidades,Desinformación,Canva,18.02,33.9,3.3,Media,No,2023-06-08
293,UCAB,Educación,17,Femenino,4,Emprendimiento,Facebook,Networking,Falta de recursos,R,14.7,29.1,28.6,Media,No,2023-05-06
294,USB,Derecho,21,Masculino,2,Club de Debate,Discord,Networking,Desinformación,HTML/CSS,14.23,24.3,21.9,Alta,No,2023-04-07
295,ULA,Derecho,25,Femenino,2,Arte,Facebook,Superación personal,Desigualdad,Power BI,19.96,13.5,2.2,Media,No,2023-10-03
296,ULA,Economía,17,Masculino,3,Viajes,Twitter/X,Diversión,Estrés académico,Figma,10.1,19.9,23.4,Alta,No,2023-12-05
297,LUZ,Comunicación Social,25,Femenino,1,Arte,Instagram,Desarrollar habilidades,Desigualdad,Python,18.95,38.9,16.4,Muy alta,NO,2023-12-12
298,UC,Psicología,24,Masculino,5,Viajes,Discord,Superación personal,Presión social,HTML/CSS,11.49,28.0,23.8,Baja,No,2023-05-01
299,USB,Economía,20,Femenino,4,Arte,TikTok,Desarrollar habilidades,Ansiedad,JavaScript,17.86,24.8,16.6,Muy alta,SI,2022-09-18
300,UNEARTE,Arquitectura,27,Masculino,2,Viajes,Twitter/X,Superación personal,Estrés académico,Canva,16.18,37.7,19.9,Baja,No,2023-10-05
301,LUZ,Medicina,26,Masculino,1,Arte,Discord,Networking,Desigualdad,SQL,13.42,25.5,24.0,Alta,No,2022-12-22
302,UNEXPO,Psicología,21,Masculino,3,Investigación,Twitter/X,Reconocimiento,Presión social,Python,18.74,23.4,13.3,Media,Sí,2022-08-25
303,ULA,Psicología,21,Femenino,6,Música,Twitter/X,Innovar,Ansiedad,Python,10.13,31.6,2.1,Muy alta,No,2023-05-15
304,LUZ,Arquitectura,27,Masculino,2,Club de Debate,TikTok,Superación personal,Presión social,Figma,12.27,29.9,25.8,Media,no,2022-08-09
305,USB,Arquitectura,22,Masculino,3,Deporte,WhatsApp,Desarrollar habilidades,Falta de recursos,SPSS,15.67,11.8,12.7,Media,No,2023-01-14
306,ULA,Ingeniería,23,Femenino,4,Emprendimiento,Discord,Desarrollar habilidades,Desmotivación,JavaScript,13.52,21.5,15.9,Muy alta,Sí,2023-07-15
307,UCAB,Economía,24,Femenino,5,Gaming,TikTok,Innovar,Falta de recursos,SPSS,16.1,21.5,2.2,Alta,No,2022-10-08
308,LUZ,Arquitectura,24,Femenino,2,Voluntariado,Twitter/X,Diversión,Desinformación,SQL,10.24,18.2,15.8,Alta,No,2023-02-19
309,UNIMET,Derecho,27,Masculino,2,Deporte,TikTok,Networking,Estrés académico,Python,11.16,23.1,29.6,Media,SI,2022-01-12
310,ULA,Administración,18,Masculino,4,Voluntariado,WhatsApp,Desarrollar habilidades,Falta de recursos,JavaScript,11.27,19.5,9.8,Alta,no,2023-12-15
311,USB,Medicina,25,Masculino,6,Club de Debate,Facebook,Impactar en la sociedad,Falta de tiempo,JavaScript,11.89,12.0,13.1,Muy baja,No,2023-11-05
312,UCV,Economía,23,Femenino,1,Deporte,Discord,Reconocimiento,Presión social,Excel,14.59,19.4,21.2,Muy baja,Sí,2022-02-06
313,UNEARTE,Biología,20,Femenino,5,Arte,WhatsApp,Superación personal,Estrés académico,Canva,17.52,7.5,24.8,Alta,No,2023-04-22
314,UPEL,Derecho,20,Masculino,2,Arte,Instagram,Diversión,Desmotivación,Python,19.06,25.2,13.7,Media,No,2022-01-26
315,UC,Comunicación Social,27,Masculino,5,Gaming,Discord,Innovar,Falta de tiempo,Python,18.35,34.9,10.7,Muy alta,NO,2022-05-02
316,UPEL,Arquitectura,24,FEMENINO,2,Voluntariado,WhatsApp,Reconocimiento,Falta de recursos,JavaScript,11.97,30.4,28.3,Muy alta,No,2022-08-17
317,USB,Biología,20,Femenino,5,Emprendimiento,Twitter/X,Networking,Desinformación,SPSS,14.41,17.6,21.0,Alta,No,2022-11-03
318,UNEXPO,Arquitectura,22,Masculino,3,Club de Debate,Discord,Diversión,Desigualdad,Python,11.99,8.0,5.3,Alta,No,2023-06-16
319,UNEXPO,Psicología,21,Femenino,2,Arte,Discord,Superación personal,Desinformación,JavaScript,12.64,12.1,3.9,Alta,NO,2023-10-24
320,UCV,Derecho,19,Femenino,5,Música,TikTok,Superación personal,Falta de tiempo,Python,15.04,24.1,15.5,Baja,No,2022-03-15
321,UC,Psicología,26,Masculino,1,Investigación,Twitter/X,Innovar,Ansiedad,JavaScript,10.68,12.2,8.2,Alta,No,2023-06-05
322,UNIMET,Ingeniería,27,Masculino,3,Investigación,Instagram,Impactar en la sociedad,Falta de recursos,Excel,12.18,24.0,9.1,Media,No,2023-03-08
323,UCV,Psicología,18,MASCULINO,3,Viajes,Facebook,Innovar,Falta de tiempo,Canva,19.35,13.1,26.6,Media,No,2022-05-31
324,UPEL,Ingeniería,25,Femenino,1,Emprendimiento,WhatsApp,Networking,Ansiedad,JavaScript,14.66,34.7,4.5,Alta,No,2023-08-31
325,UCV,Ingeniería,26,Femenino,5,Investigación,TikTok,Diversión,Ansiedad,Python,14.45,18.9,22.0,Alta,No,2023-12-01
326,UPEL,Biología,25,Masculino,4,Viajes,WhatsApp,Diversión,Presión social,SQL,10.15,13.6,9.6,Muy alta,No,2022-07-05
327,ULA,Arquitectura,17,Masculino,1,Voluntariado,Instagram,Desarrollar habilidades,Estrés académico,Canva,12.47,33.4,23.3,Media,No,2022-11-02
328,UNEXPO,Comunicación Social,26,Femenino,5,Arte,Instagram,Impactar en la sociedad,Presión social,Excel,18.66,17.0,22.2,Alta,No,2023-08-25
329,ULA,Psicología,19,Femenino,1,Arte,Discord,Impactar en la sociedad,Falta de recursos,JavaScript,11.65,8.9,2.2,Baja,Sí,2022-03-01
330,UNEARTE,Derecho,24,Femenino,1,Música,Instagram,Diversión,Ansiedad,SQL,14.15,25.0,16.3,Alta,No,2023-03-17
331,UC,Ingeniería,22,Masculino,2,Deporte,WhatsApp,Diversión,Desmotivación,JavaScript,10.14,25.4,5.9,Alta,No,2022-05-24
332,UNIMET,Arquitectura,21,Femenino,5,Investigación,Twitter/X,Reconocimiento,Falta de tiempo,SPSS,14.78,30.0,26.3,Alta,Sí,2022-07-04
333,UPEL,Medicina,21,Femenino,4,Voluntariado,Twitter/X,Reconocimiento,Desigualdad,Python,10.21,13.4,26.4,Media,No,2023-01-27
334,UNIMET,Economía,22,Femenino,2,Danza,Discord,Reconocimiento,Ansiedad,HTML/CSS,18.2,20.5,13.7,Muy baja,no,2023-04-29
335,UPEL,Biología,23,Femenino,1,Investigación,Facebook,Impactar en la sociedad,Falta de tiempo,Figma,18.25,14.9,14.4,Baja,No,2022-08-17
336,USB,Comunicación Social,17,Femenino,6,Emprendimiento,WhatsApp,Desarrollar habilidades,Desmotivación,R,17.88,7.8,10.5,Alta,No,2022-07-01
337,UCV,Educación,25,Masculino,1,Deporte,WhatsApp,Superación personal,Desigualdad,SPSS,12.83,35.7,22.1,Muy alta,No,2022-10-15
338,UNEARTE,Biología,19,Femenino,1,Investigación,Instagram,Reconocimiento,Presión social,SQL,18.37,30.5,12.0,Media,No,2022-03-25
339,UNEXPO,Medicina,20,Masculino,5,Voluntariado,WhatsApp,Desarrollar habilidades,Presión social,SPSS,15.43,15.6,9.5,Alta,Sí,2023-12-25
340,UPEL,Economía,26,Femenino,5,Investigación,TikTok,Innovar,Estrés académico,Power BI,13.74,26.0,14.1,Muy alta,si,2023-02-19
341,UNIMET,Medicina,17,Masculino,2,Emprendimiento,Facebook,Networking,Falta de tiempo,JavaScript,16.25,12.0,4.6,Alta,Sí,2022-09-18
342,UNEARTE,Psicología,27,Masculino,4,Danza,Instagram,Reconocimiento,Ansiedad,JavaScript,10.12,36.2,22.9,Alta,No,2022-11-07
343,UCAB,Ingeniería,26,Masculino,2,Club de Debate,TikTok,Innovar,Desinformación,R,11.43,9.0,2.4,Alta,No,2023-04-16
344,UCAB,Comunicación Social,19,Masculino,3,Gaming,Discord,Superación personal,Presión social,R,17.42,5.1,20.0,Media,No,2022-08-18
345,ULA,Administración,18,Femenino,1,Danza,Twitter/X,Networking,Presión social,Power BI,12.44,22.6,7.1,Media,No,2022-01-27
346,UNEXPO,Ingeniería,18,Femenino,6,Viajes,Discord,Networking,Estrés académico,Python,15.98,25.4,8.5,Muy baja,No,2022-08-24
347,USB,Administración,17,Masculino,1,Investigación,Twitter/X,Superación personal,Desigualdad,Figma,13.85,25.3,19.8,Muy alta,Sí,2022-02-16
348,UNIMET,Economía,24,MASCULINO,1,Arte,Discord,Reconocimiento,Estrés académico,HTML/CSS,18.55,6.9,29.8,Muy alta,No,2022-08-07
349,UCV,Arquitectura,19,Masculino,2,Música,WhatsApp,Impactar en la sociedad,Desmotivación,HTML/CSS,19.52,16.0,23.8,Alta,NO,2022-08-20
350,UCV,Educación,19,Masculino,6,Arte,TikTok,Superación personal,Ansiedad,Excel,18.84,22.5,8.3,Baja,si,2022-08-31
351,UNIMET,Derecho,22,Masculino,6,Danza,Twitter/X,Superación personal,Falta de tiempo,Excel,12.71,12.6,6.9,Media,Sí,2023-05-03
352,UC,Ingeniería,24,Masculino,6,Arte,Instagram,Superación personal,Falta de recursos,Python,11.94,35.5,26.3,Baja,No,2023-05-20
353,USB,Comunicación Social,25,Femenino,2,Voluntariado,TikTok,Networking,Falta de recursos,Excel,14.74,8.0,14.4,Muy baja,SI,2023-10-11
354,UNEARTE,Medicina,25,Masculino,1,Arte,Instagram,Desarrollar habilidades,Falta de tiempo,Excel,10.07,22.1,5.8,Alta,No,2022-09-01
355,UPEL,Comunicación Social,20,femenino,2,Deporte,TikTok,Innovar,Desigualdad,Power BI,10.26,29.2,26.1,Muy alta,No,2023-08-19
356,UC,Economía,21,Femenino,5,Club de Debate,TikTok,Impactar en la sociedad,Desmotivación,Power BI,15.53,14.2,24.9,Muy alta,SI,2022-04-12
357,UPEL,Administración,18,Masculino,5,Investigación,Discord,Reconocimiento,Presión social,Excel,15.2,26.8,29.5,Alta,no,2022-12-28
358,UPEL,Medicina,27,Femenino,2,Arte,Twitter/X,Reconocimiento,Desigualdad,SPSS,19.95,34.0,27.5,Baja,No,2022-12-15
359,UC,Derecho,25,Masculino,6,Emprendimiento,Twitter/X,Innovar,Presión social,Canva,12.02,11.7,25.9,Media,No,2022-11-21
