ID_Venta,Medicamento,Categoría,Precio_Unitario (USD),Cantidad,Total_Venta (USD),Fecha_Venta,Método_Pago,Sucursal,Receta_Médica,Descuento (%),Stock_Actual
1260,Amoxicilina,Antibiótico,5.76,8,43.78,2023-01-29,Efectivo en Bs,Centro,Sí,5,2
1261,Omeprazol,Antibiótico,31.14,4,124.56,2023-02-02,Efectivo en $,Este,No,0,2
1262,Aspirina,Vitamina,49.51,8,396.08,2023-05-14,Tarjeta,Centro,No,0,68
1263,Ibuprofeno,Analgésico,7.86,8,56.59,2023-03-20,Efectivo en $,Sur,No,10,15
1264,Acetaminofén,Vitamina,26.4,5,132.0,2023-02-27,Efectivo en Bs,Centro,No,0,21
1265,Losartán,Antialérgico,43.99,4,175.96,2023-01-26,Tarjeta,Oeste,Sí,0,4
1266,Vitamina C,Antialérgico,37.3,2,74.6,2023-08-14,Transferencia,Centro,No,0,8
1267,Paracetamol,Antialérgico,35.15,3,105.45,2023-10-12,Efectivo en $,Este,No,0,23
1268,Acetaminofén,Antiinflamatorio,35.42,3,111.57,2023-01-04,Efectivo en $,Este,No,-5,41
1269,Salbutamol,Vitamina,18.62,4,74.48,2023-04-09,Efectivo en Bs,Este,No,0,18
1270,Aspirina,Vitamina,15.39,4,49.25,2023-02-08,Pago Móvil,Oeste,No,20,82
1271,Salbutamol,Antialérgico,40.66,5,203.3,2023-09-28,Pago Móvil,Oeste,No,0,58
1272,Omeprazol,Antialérgico,40.7,4,162.8,2023-10-12,Efectivo en $,Norte,No,0,35
1273,Omeprazol,Antialérgico,43.49,8,347.92,2023-06-06,Pago Móvil,Centro,No,0,72
1274,Diclofenaco,Antialérgico,45.75,6,260.77,2023-03-16,Tarjeta,Este,No,5,99
1275,Omeprazol,Antibiótico,26.06,6,156.36,2023-10-15,Efectivo en $,Centro,No,0,66
1276,Atorvastatina,Vitamina,25.57,8,173.88,2023-05-10,Tarjeta,Norte,Sí,15,45
1277,Atorvastatina,Antibiótico,40.12,7,252.76,2023-06-24,Tarjeta,Sur,No,10,41
1278,Diclofenaco,Antibiótico,32.85,8,262.8,2023-03-25,Transferencia,Oeste,Sí,0,13
1279,Salbutamol,Analgésico,35.4,2,74.34,2023-01-22,Efectivo en Bs,Centro,No,-5,90
1280,Diclofenaco,Vitamina,39.99,9,323.92,2023-01-27,Tarjeta,Oeste,Sí,10,11
1281,Atorvastatina,Analgésico,44.61,1,42.38,2023-07-14,Transferencia,Sur,No,5,88
1282,Ibuprofeno,Antiinflamatorio,17.56,8,140.48,2023-12-03,Efectivo en Bs,Norte,Sí,0,38
1283,Amoxicilina,Vitamina,19.4,4,77.6,2023-08-24,Efectivo en $,Oeste,Sí,0,41
1284,Aspirina,Antibiótico,5.61,4,22.44,2023-04-02,Pago Móvil,Centro,No,0,4
1285,Amoxicilina,Antialérgico,29.34,5,146.7,2023-01-21,Efectivo en $,Oeste,No,0,15
1286,Aspirina,Vitamina,2.76,8,22.08,2023-10-30,Pago Móvil,Este,No,0,87
1287,Ibuprofeno,Antialérgico,23.81,5,107.14,2023-12-23,Pago Móvil,Centro,No,10,60
1288,Salbutamol,Antiinflamatorio,27.59,8,220.72,2023-03-25,Pago Móvil,Sur,No,0,30
1289,Omeprazol,Vitamina,15.04,1,15.04,2023-09-19,Pago Móvil,Oeste,Sí,0,17
1290,Acetaminofén,Antibiótico,29.95,9,215.64,2023-05-27,Efectivo en Bs,Sur,Sí,20,92
1291,Metformina,Vitamina,2.49,6,12.7,2023-09-14,Efectivo en Bs,Norte,Sí,15,6
1292,Losartán,Analgésico,2.83,3,8.49,2023-02-27,Efectivo en $,Sur,No,0,81
1293,Paracetamol,Analgésico,41.31,8,280.91,2023-01-15,Efectivo en Bs,Norte,Sí,15,9
1294,Acetaminofén,Antibiótico,18.65,9,167.85,2023-06-11,Pago Móvil,Norte,No,0,25
1295,Metformina,Analgésico,7.23,6,43.38,2023-06-12,Tarjeta,Norte,No,0,18
1296,Diclofenaco,Antibiótico,26.59,7,176.82,2023-11-16,Efectivo en $,Oeste,No,5,288
1297,Ibuprofeno,Antialérgico,38.73,1,38.73,2023-10-08,Efectivo en $,Norte,Sí,0,263
1298,Salbutamol,Vitamina,11.58,5,57.9,2023-10-07,Pago Móvil,Norte,Sí,0,5
1299,Amoxicilina,Vitamina,31.52,5,157.6,2023-01-12,Efectivo en Bs,Sur,No,0,79
1300,Amoxicilina,Antiinflamatorio,5.18,4,20.72,2023-10-01,Tarjeta,Norte,No,0,11
1301,Vitamina C,Antialérgico,3.53,6,21.18,2023-09-28,Efectivo en Bs,Sur,No,0,1
1302,Aspirina,Antialérgico,27.04,7,189.28,2023-07-27,Transferencia,Sur,No,0,79
1303,Diclofenaco,Analgésico,27.49,9,222.67,2023-01-27,Efectivo en Bs,Oeste,No,10,376
1304,Atorvastatina,Antiinflamatorio,32.23,1,30.62,2023-03-13,Tarjeta,Centro,Sí,5,173
1305,Cetirizina,Antiinflamatorio,36.58,6,219.48,2023-03-01,Efectivo en $,Centro,No,0,80
1306,Loratadina,Analgésico,48.82,7,341.74,2023-05-25,Pago Móvil,Centro,No,0,71
1307,Losartán,Analgésico,26.3,3,78.9,2023-04-03,Efectivo en Bs,Sur,Sí,0,5
1308,Loratadina,Antiinflamatorio,16.82,8,134.56,2023-11-05,Pago Móvil,Centro,Sí,0,6
1309,Cetirizina,Vitamina,39.96,5,179.82,2023-01-08,Efectivo en Bs,Oeste,No,10,202
1310,Salbutamol,Analgésico,14.27,9,128.43,2023-03-20,Tarjeta,Sur,Sí,0,59
1311,Atorvastatina,Antialérgico,22.51,5,112.55,2023-01-27,Transferencia,Centro,No,0,14
1312,Amoxicilina,Antialérgico,4.84,9,41.38,2023-06-23,Transferencia,Centro,No,5,10
1313,Ibuprofeno,Analgésico,2.24,4,8.51,2023-02-19,Pago Móvil,Norte,No,5,83
1314,Cetirizina,Antialérgico,48.17,9,411.85,2023-07-18,Pago Móvil,Sur,No,5,84
1315,Omeprazol,Vitamina,41.96,5,209.8,2023-12-15,Efectivo en $,Oeste,Sí,0,3
1316,Losartán,Antibiótico,35.1,9,315.9,2023-06-30,Tarjeta,Norte,No,0,74
1317,Acetaminofén,Antialérgico,21.04,3,63.12,2023-01-24,Transferencia,Este,Sí,0,93
1318,Diclofenaco,Analgésico,9.49,4,37.96,2023-11-12,Pago Móvil,Este,Sí,0,12
1319,Atorvastatina,Vitamina,8.67,9,74.13,2023-02-15,Efectivo en $,Sur,No,5,13
1320,Vitamina C,Antibiótico,13.26,6,71.6,2023-01-15,Tarjeta,Norte,No,10,143
1321,Vitamina C,Analgésico,27.91,2,53.03,2023-06-02,Efectivo en Bs,Oeste,No,5,51
1322,Aspirina,Antibiótico,36.02,7,226.93,2023-08-10,Efectivo en $,Norte,Sí,10,1
1323,Ibuprofeno,Analgésico,33.35,2,66.7,2023-07-25,Efectivo en Bs,Oeste,No,0,96
1324,Paracetamol,Antibiótico,14.72,2,27.97,2023-09-30,Efectivo en Bs,Oeste,No,5,21
1325,Aspirina,Analgésico,47.79,1,47.79,2023-08-24,Efectivo en $,Norte,No,0,75
1326,Metformina,Antialérgico,37.16,3,111.48,2023-12-06,Efectivo en Bs,Oeste,No,0,42
1327,Salbutamol,Antiinflamatorio,28.16,6,168.96,2023-08-16,Tarjeta,Sur,No,0,60
1328,Omeprazol,Analgésico,30.97,8,247.76,2023-01-09,Pago Móvil,Centro,Sí,0,21
1329,Salbutamol,Vitamina,21.56,9,194.04,2023-06-15,Efectivo en $,Este,Sí,0,85
1330,Amoxicilina,Antialérgico,13.14,7,96.58,2023-11-15,Efectivo en $,Centro,Sí,-5,83
1331,Diclofenaco,Vitamina,18.44,4,73.76,2023-08-02,Pago Móvil,Centro,No,0,74
1332,Ibuprofeno,Analgésico,38.13,6,228.78,2023-04-27,Efectivo en $,Norte,No,0,62
1333,Salbutamol,Antialérgico,1.71,5,8.55,2023-12-10,Efectivo en $,Este,Sí,0,4
1334,Atorvastatina,Vitamina,6.69,8,48.17,2023-03-13,Tarjeta,Sur,No,10,99
1335,Aspirina,Antiinflamatorio,3.25,1,3.25,2023-03-05,Efectivo en $,Sur,No,0,42
1336,Salbutamol,Antiinflamatorio,3.0,1,2.85,2023-07-24,Transferencia,Centro,No,5,12
1337,Salbutamol,Vitamina,42.92,6,257.52,2023-07-28,Tarjeta,Centro,No,0,28
1338,Atorvastatina,Vitamina,35.48,2,67.41,2023-03-13,Pago Móvil,Sur,Sí,5,82
1339,Acetaminofén,Vitamina,24.23,5,121.15,2023-10-04,Efectivo en Bs,Oeste,Sí,0,18
1340,Aspirina,Antiinflamatorio,5.79,1,5.21,2023-10-01,Efectivo en Bs,Norte,No,10,37
1341,Salbutamol,Antialérgico,25.09,7,166.85,2023-11-16,Efectivo en Bs,Sur,Sí,5,6
1342,Vitamina C,Vitamina,24.2,1,24.2,2023-12-04,Pago Móvil,Sur,No,0,18
1343,Cetirizina,Analgésico,9.49,4,37.96,2023-04-05,Efectivo en Bs,Este,No,0,37
1344,Amoxicilina,Antialérgico,22.26,9,200.34,2023-06-15,Efectivo en $,Centro,Sí,0,4
1345,Aspirina,Antiinflamatorio,20.53,1,20.53,2023-02-01,Pago Móvil,Sur,No,0,98
1346,Ibuprofeno,Antibiótico,31.18,4,124.72,2023-01-11,Tarjeta,Sur,Sí,0,65
1347,Omeprazol,Antiinflamatorio,32.12,6,183.08,2023-10-28,Efectivo en $,Centro,No,5,469
1348,Cetirizina,Antibiótico,3.22,6,19.32,2023-08-05,Efectivo en $,Sur,Sí,0,55
1349,Metformina,Analgésico,19.36,8,154.88,2023-10-16,Efectivo en Bs,Oeste,No,0,11
1350,Omeprazol,Antibiótico,31.67,1,31.67,2023-04-12,Tarjeta,Oeste,No,0,92
1351,Atorvastatina,Analgésico,25.65,7,179.55,2023-09-24,Pago Móvil,Este,No,0,16
1352,Salbutamol,Antibiótico,42.97,1,36.52,2023-08-02,Pago Móvil,Centro,Sí,15,35
1353,Atorvastatina,Analgésico,33.28,7,232.96,2023-06-28,Pago Móvil,Oeste,No,0,74
1354,Diclofenaco,Antialérgico,8.98,3,25.59,2023-03-29,Efectivo en Bs,Este,No,5,8
1355,Acetaminofén,Antiinflamatorio,4.46,8,32.11,2023-02-10,Pago Móvil,Centro,No,10,476
1356,Acetaminofén,Antialérgico,32.48,3,92.57,2023-03-17,Pago Móvil,Oeste,No,5,51
1357,Loratadina,Analgésico,2.3,1,1.95,2023-02-15,Efectivo en Bs,Norte,No,15,367
1358,Loratadina,Analgésico,29.7,8,237.6,2023-06-09,Transferencia,Norte,No,0,80
1359,Omeprazol,Analgésico,47.07,3,148.27,2023-03-21,Efectivo en Bs,Este,Sí,-5,15
1360,Aspirina,Analgésico,29.2,2,58.4,2023-11-06,Efectivo en Bs,Oeste,No,0,89
1361,Salbutamol,Antibiótico,20.02,1,20.02,2023-03-27,Transferencia,Norte,No,0,11
1362,Salbutamol,Antibiótico,32.52,3,92.68,2023-04-02,Efectivo en Bs,Centro,Sí,5,69
1363,Losartán,Analgésico,23.45,2,32.83,2023-05-28,Efectivo en $,Norte,Sí,30,43
1364,Loratadina,Antibiótico,27.74,2,49.93,2023-06-10,Tarjeta,Este,No,10,54
1365,Losartán,Antibiótico,47.13,6,282.78,2023-07-21,Pago Móvil,Sur,No,0,46
1366,Atorvastatina,Antibiótico,19.92,1,19.92,2023-08-30,Efectivo en Bs,Sur,No,0,9
1367,Cetirizina,Analgésico,48.1,2,76.96,2023-12-19,Tarjeta,Norte,No,20,25
1368,Salbutamol,Analgésico,45.36,6,272.16,2023-01-02,Efectivo en Bs,Sur,Sí,0,40
1369,Amoxicilina,Antialérgico,10.59,3,28.59,2023-08-13,Efectivo en $,Sur,No,10,4
1370,Vitamina C,Antibiótico,4.4,4,15.84,2023-10-16,Pago Móvil,Norte,Sí,10,90
1371,Cetirizina,Analgésico,5.94,1,5.94,2023-08-21,Tarjeta,Norte,Sí,0,10
1372,Atorvastatina,Vitamina,1.89,8,15.12,2023-03-18,Efectivo en Bs,Este,Sí,0,84
1373,Losartán,Antibiótico,5.63,7,39.41,2023-04-26,Pago Móvil,Oeste,Sí,0,369
1374,Omeprazol,Antiinflamatorio,34.47,7,241.29,2023-06-03,Pago Móvil,Centro,No,0,24
1375,Diclofenaco,Antiinflamatorio,4.49,3,11.45,2023-04-13,Efectivo en Bs,Sur,No,15,2
1376,Salbutamol,Antiinflamatorio,16.63,3,49.89,2023-07-13,Efectivo en Bs,Norte,No,0,34
1377,Paracetamol,Antialérgico,42.4,2,72.08,2023-06-15,Efectivo en Bs,Norte,No,15,98
1378,Omeprazol,Antialérgico,2.14,1,2.14,2023-12-25,Pago Móvil,Este,No,0,33
1379,Omeprazol,Antiinflamatorio,40.91,7,143.18,2023-03-31,Pago Móvil,Centro,No,50,218
1380,Omeprazol,Antibiótico,14.81,7,103.67,2023-06-23,Tarjeta,Sur,No,0,64
1381,Acetaminofén,Vitamina,6.79,2,13.58,2023-05-02,Transferencia,Centro,No,0,35
1382,Paracetamol,Antiinflamatorio,35.14,7,245.98,2023-05-23,Efectivo en Bs,Oeste,No,0,39
1383,Aspirina,Antialérgico,31.82,8,241.83,2023-04-16,Efectivo en $,Este,No,5,83
1384,Vitamina C,Vitamina,44.0,1,41.8,2023-11-01,Efectivo en Bs,Norte,Sí,5,55
1385,Paracetamol,Antialérgico,37.02,9,299.86,2023-12-26,Efectivo en Bs,Centro,No,10,222
1386,Paracetamol,Antialérgico,40.37,7,282.59,2023-11-13,Efectivo en Bs,Este,Sí,0,39
1387,Aspirina,Analgésico,14.82,3,44.46,2023-05-03,Pago Móvil,Centro,Sí,0,40
1388,Cetirizina,Analgésico,9.69,8,77.52,2023-01-09,Pago Móvil,Sur,No,0,1
1389,Loratadina,Antibiótico,37.78,7,264.46,2023-09-19,Efectivo en Bs,Sur,Sí,0,7
1390,Acetaminofén,Antialérgico,40.53,8,324.24,2023-03-14,Tarjeta,Sur,No,0,17
1391,Omeprazol,Antiinflamatorio,49.53,6,148.59,2023-12-25,Transferencia,Este,No,50,3
1392,Cetirizina,Antibiótico,21.22,9,200.53,2023-08-11,Efectivo en $,Sur,Sí,-5,44
1393,Omeprazol,Antialérgico,19.23,5,67.3,2023-02-10,Pago Móvil,Sur,No,30,81
1394,Omeprazol,Antibiótico,39.04,3,105.41,2023-07-23,Transferencia,Este,No,10,37
1395,Diclofenaco,Antiinflamatorio,17.7,3,53.1,2023-09-21,Efectivo en $,Este,Sí,0,154
1396,Omeprazol,Antiinflamatorio,46.61,1,46.61,2023-11-24,Efectivo en Bs,Oeste,Sí,0,70
1397,Ibuprofeno,Antiinflamatorio,43.06,8,344.48,2023-06-27,Efectivo en Bs,Norte,Sí,0,85
1398,Loratadina,Vitamina,22.02,2,39.64,2023-12-14,Tarjeta,Este,No,10,52
1399,Vitamina C,Antialérgico,37.79,3,113.37,2023-11-14,Efectivo en Bs,Este,No,0,56
1400,Cetirizina,Antiinflamatorio,37.97,8,303.76,2023-03-25,Efectivo en Bs,Oeste,No,0,33
1401,Paracetamol,Antibiótico,6.05,8,48.4,2023-11-14,Pago Móvil,Norte,No,0,4
1402,Cetirizina,Antibiótico,45.23,4,180.92,2023-04-21,Pago Móvil,Este,No,0,78
1403,Metformina,Antibiótico,25.76,4,87.58,2023-09-08,Efectivo en $,Oeste,No,15,34
1404,Atorvastatina,Antiinflamatorio,41.5,5,186.75,2023-01-07,Efectivo en Bs,Oeste,No,10,57
1405,Omeprazol,Antialérgico,16.68,6,100.08,2023-03-25,Efectivo en $,Norte,No,0,13
1406,Vitamina C,Antiinflamatorio,44.88,5,112.2,2023-07-27,Tarjeta,Centro,No,50,338
1407,Atorvastatina,Antialérgico,20.07,7,133.47,2023-11-10,Efectivo en Bs,Norte,Sí,5,60
1408,Losartán,Antibiótico,1.53,2,3.06,2023-01-22,Efectivo en $,Sur,Sí,0,9
1409,Losartán,Antiinflamatorio,45.36,7,317.52,2023-01-03,Tarjeta,Oeste,No,0,36
1410,Ibuprofeno,Antiinflamatorio,5.47,7,38.29,2023-05-07,Efectivo en Bs,Sur,No,0,82
1411,Cetirizina,Analgésico,16.65,1,16.65,2023-10-24,Tarjeta,Este,No,0,24
1412,Acetaminofén,Antiinflamatorio,47.55,7,349.49,2023-07-07,Efectivo en Bs,Oeste,No,-5,17
1413,Omeprazol,Analgésico,47.58,5,237.9,2023-12-28,Efectivo en Bs,Norte,No,0,206
1414,Losartán,Analgésico,29.1,3,74.21,2023-01-14,Tarjeta,Centro,No,15,86
1415,Metformina,Antiinflamatorio,31.96,3,95.88,2023-01-12,Pago Móvil,Este,No,0,281
1416,Acetaminofén,Analgésico,22.97,4,91.88,2023-03-28,Efectivo en $,Norte,No,0,4
1417,Paracetamol,Antialérgico,15.37,2,30.74,2023-01-12,Efectivo en Bs,Sur,Sí,0,346
1418,Paracetamol,Antialérgico,17.1,2,34.2,2023-01-25,Pago Móvil,Sur,No,0,344
1419,Atorvastatina,Analgésico,33.95,1,33.95,2023-10-28,Efectivo en $,Este,No,0,35
1420,Acetaminofén,Analgésico,37.87,5,151.48,2023-08-31,Efectivo en $,Oeste,No,20,63
1421,Amoxicilina,Antialérgico,39.79,4,159.16,2023-05-02,Pago Móvil,Oeste,No,0,12
1422,Amoxicilina,Antibiótico,39.69,2,75.41,2023-05-27,Efectivo en $,Este,No,5,93
1423,Amoxicilina,Antialérgico,5.47,3,16.41,2023-02-24,Efectivo en Bs,Centro,No,0,19
1424,Omeprazol,Antialérgico,25.23,7,176.61,2023-08-26,Transferencia,Centro,Sí,0,86
1425,Losartán,Antibiótico,3.82,7,26.74,2023-12-22,Tarjeta,Este,Sí,0,7
1426,Omeprazol,Antialérgico,27.93,4,111.72,2023-06-22,Tarjeta,Centro,Sí,0,269
1427,Losartán,Vitamina,22.63,5,113.15,2023-08-09,Efectivo en Bs,Oeste,No,0,430
1428,Amoxicilina,Vitamina,44.5,5,222.5,2023-04-29,Transferencia,Sur,No,0,238
1429,Acetaminofén,Antiinflamatorio,18.19,6,109.14,2023-11-05,Efectivo en $,Norte,No,0,5
1430,Salbutamol,Antialérgico,6.74,9,60.66,2023-07-02,Efectivo en Bs,Este,No,0,38
1431,Aspirina,Vitamina,8.01,2,16.02,2023-10-15,Efectivo en $,Sur,No,0,4
1432,Paracetamol,Antibiótico,38.31,5,191.55,2023-11-03,Efectivo en $,Centro,No,0,59
1433,Cetirizina,Antiinflamatorio,31.29,3,75.1,2023-10-27,Efectivo en Bs,Oeste,No,20,80
1434,Atorvastatina,Vitamina,5.96,4,22.65,2023-03-23,Pago Móvil,Sur,No,5,63
1435,Diclofenaco,Analgésico,5.12,6,30.72,2023-07-30,Efectivo en $,Centro,Sí,0,65
1436,Diclofenaco,Antibiótico,35.35,8,282.8,2023-05-30,Efectivo en Bs,Sur,No,0,43
1437,Atorvastatina,Antibiótico,4.57,1,2.28,2023-02-06,Efectivo en $,Sur,No,50,9
1438,Omeprazol,Antialérgico,41.27,8,313.65,2023-12-18,Tarjeta,Norte,No,5,26
1439,Metformina,Analgésico,35.61,7,249.27,2023-11-08,Efectivo en Bs,Sur,Sí,0,76
1440,Ibuprofeno,Analgésico,4.99,1,4.24,2023-12-27,Efectivo en Bs,Este,No,15,24
1441,Metformina,Analgésico,5.16,2,10.32,2023-02-28,Efectivo en $,Norte,Sí,0,7
1442,Losartán,Analgésico,49.35,3,148.05,2023-05-11,Efectivo en Bs,Este,No,0,26
1443,Vitamina C,Analgésico,19.34,1,18.37,2023-07-21,Pago Móvil,Este,No,5,52
1444,Losartán,Vitamina,19.16,9,172.44,2023-08-31,Efectivo en Bs,Norte,No,0,38
1445,Metformina,Antibiótico,40.83,8,163.32,2023-02-04,Pago Móvil,Sur,Sí,50,289
1446,Paracetamol,Vitamina,47.42,2,90.1,2023-04-03,Pago Móvil,Este,No,5,60
1447,Salbutamol,Antiinflamatorio,49.31,9,443.79,2023-07-26,Efectivo en $,Este,No,0,5
1448,Diclofenaco,Antialérgico,37.92,7,265.44,2023-12-19,Efectivo en $,Este,No,0,1
1449,Paracetamol,Antiinflamatorio,19.44,9,174.96,2023-11-28,Transferencia,Norte,No,0,392
1450,Salbutamol,Analgésico,5.09,6,30.54,2023-11-01,Efectivo en Bs,Oeste,No,0,15
1451,Aspirina,Antiinflamatorio,39.08,6,211.03,2023-12-16,Efectivo en $,Norte,No,10,87
1452,Vitamina C,Antiinflamatorio,28.36,4,113.44,2023-08-01,Efectivo en Bs,Oeste,No,0,399
1453,Acetaminofén,Analgésico,21.79,2,43.58,2023-06-08,Efectivo en Bs,Este,No,0,2
1454,Metformina,Vitamina,45.41,7,301.98,2023-01-24,Efectivo en Bs,Norte,No,5,10
1455,Diclofenaco,Antialérgico,6.45,5,32.25,2023-10-20,Tarjeta,Este,Sí,0,4
1456,Vitamina C,Antiinflamatorio,25.14,6,143.3,2023-01-04,Efectivo en $,Norte,Sí,5,83
1457,Cetirizina,Vitamina,1.56,2,3.12,2023-08-08,Efectivo en $,Centro,No,0,88
1458,Vitamina C,Vitamina,23.96,5,125.79,2023-12-30,Pago Móvil,Centro,No,-5,61
1459,Atorvastatina,Vitamina,3.76,4,15.04,2023-01-20,Efectivo en Bs,Este,Sí,0,116
1460,Metformina,Antiinflamatorio,6.82,9,61.38,2023-06-01,Pago Móvil,Centro,No,0,5
1461,Atorvastatina,Antiinflamatorio,6.76,6,40.56,2023-02-19,Efectivo en $,Oeste,No,0,90
1462,Loratadina,Antialérgico,32.81,2,65.62,2023-06-26,Pago Móvil,Centro,Sí,0,6
1463,Loratadina,Antialérgico,37.56,1,33.8,2023-04-06,Efectivo en Bs,Este,No,10,42
1464,Amoxicilina,Antialérgico,29.59,5,140.55,2023-04-15,Efectivo en Bs,Sur,Sí,5,131
1465,Ibuprofeno,Antibiótico,48.15,9,411.68,2023-09-07,Pago Móvil,Sur,Sí,5,360
1466,Ibuprofeno,Vitamina,19.37,6,116.22,2023-04-27,Efectivo en $,Este,Sí,0,31
1467,Salbutamol,Vitamina,15.0,7,105.0,2023-12-20,Transferencia,Centro,No,0,139
1468,Atorvastatina,Antibiótico,43.56,5,217.8,2023-08-16,Efectivo en Bs,Centro,No,0,23
1469,Omeprazol,Antibiótico,11.96,6,71.76,2023-03-07,Pago Móvil,Sur,No,0,29
1470,Atorvastatina,Vitamina,48.2,5,204.85,2023-12-01,Efectivo en Bs,Este,Sí,15,19
1471,Vitamina C,Antibiótico,1.6,9,14.4,2023-09-19,Tarjeta,Oeste,No,0,96
1472,Omeprazol,Analgésico,48.52,6,291.12,2023-10-22,Pago Móvil,Sur,Sí,0,4
1473,Amoxicilina,Antibiótico,3.11,8,24.88,2023-08-31,Pago Móvil,Oeste,Sí,0,12
1474,Aspirina,Analgésico,44.67,2,80.41,2023-07-05,Pago Móvil,Centro,No,10,93
1475,Loratadina,Antiinflamatorio,26.86,9,229.65,2023-09-03,Pago Móvil,Este,Sí,5,166
1476,Acetaminofén,Antiinflamatorio,49.66,5,211.05,2023-05-05,Pago Móvil,Norte,No,15,94
1477,Aspirina,Vitamina,4.62,7,32.34,2023-09-25,Efectivo en Bs,Sur,No,0,67
1478,Diclofenaco,Analgésico,28.14,1,28.14,2023-05-11,Efectivo en Bs,Norte,No,0,89
1479,Metformina,Analgésico,48.5,5,206.12,2023-08-25,Efectivo en $,Sur,No,15,5
1480,Omeprazol,Analgésico,26.63,2,50.6,2023-01-18,Tarjeta,Norte,No,5,13
1481,Losartán,Analgésico,31.84,6,191.04,2023-02-09,Efectivo en Bs,Centro,No,0,45
1482,Losartán,Antibiótico,35.09,1,33.34,2023-01-21,Pago Móvil,Oeste,Sí,5,48
1483,Aspirina,Analgésico,23.27,3,62.83,2023-08-13,Efectivo en Bs,Este,Sí,10,45
1484,Losartán,Vitamina,31.75,5,150.81,2023-12-21,Efectivo en $,Este,Sí,5,94
1485,Amoxicilina,Antialérgico,29.63,4,112.59,2023-10-09,Pago Móvil,Centro,Sí,5,14
1486,Aspirina,Antibiótico,45.16,3,135.48,2023-01-08,Pago Móvil,Centro,Sí,0,78
1487,Vitamina C,Vitamina,3.23,5,16.15,2023-04-10,Efectivo en Bs,Norte,No,0,61
1488,Paracetamol,Vitamina,14.77,8,118.16,2023-08-28,Efectivo en Bs,Sur,No,0,4
1489,Vitamina C,Vitamina,47.57,4,171.25,2023-03-28,Pago Móvil,Oeste,No,10,190
1490,Omeprazol,Antiinflamatorio,44.62,1,40.16,2023-10-25,Efectivo en $,Sur,No,10,68
1491,Aspirina,Antibiótico,23.33,7,146.98,2023-01-14,Efectivo en $,Oeste,No,10,8
1492,Losartán,Antibiótico,31.39,8,251.12,2023-11-30,Tarjeta,Norte,No,0,95
1493,Aspirina,Antialérgico,14.59,3,41.58,2023-01-02,Pago Móvil,Sur,No,5,31
1494,Paracetamol,Antibiótico,10.22,6,55.19,2023-10-20,Efectivo en $,Centro,No,10,10
1495,Losartán,Antialérgico,23.72,2,45.07,2023-11-21,Tarjeta,Norte,No,5,252
1496,Cetirizina,Antibiótico,18.31,7,115.35,2023-02-10,Efectivo en $,Sur,No,10,2
1497,Loratadina,Antibiótico,29.6,8,213.12,2023-11-14,Efectivo en Bs,Centro,Sí,10,119
1498,Ibuprofeno,Antialérgico,4.81,6,28.86,2023-11-12,Efectivo en Bs,Oeste,No,0,84
1499,Loratadina,Analgésico,48.75,6,292.5,2023-04-21,Transferencia,Este,No,0,22
1500,Metformina,Vitamina,49.32,5,246.6,2023-01-14,Efectivo en $,Norte,No,0,96
1501,Diclofenaco,Antiinflamatorio,35.21,8,281.68,2023-08-19,Pago Móvil,Oeste,No,0,62
1502,Vitamina C,Analgésico,27.27,1,25.91,2023-03-25,Tarjeta,Oeste,Sí,5,74
1503,Metformina,Antiinflamatorio,16.17,4,58.21,2023-05-10,Tarjeta,Sur,No,10,95
1504,Metformina,Vitamina,40.88,4,163.52,2023-08-19,Pago Móvil,Centro,No,0,15
1505,Ibuprofeno,Antiinflamatorio,34.55,3,103.65,2023-11-22,Efectivo en $,Este,No,0,38
1506,Losartán,Vitamina,8.97,3,25.56,2023-05-25,Pago Móvil,Este,No,5,79
1507,Acetaminofén,Antibiótico,45.64,4,182.56,2023-12-11,Tarjeta,Este,Sí,0,36
1508,Paracetamol,Analgésico,41.3,1,41.3,2023-01-28,Transferencia,Norte,Sí,0,1
1509,Omeprazol,Antialérgico,47.54,2,95.08,2023-03-07,Tarjeta,Norte,No,0,77
1510,Amoxicilina,Antibiótico,36.56,9,329.04,2023-06-12,Efectivo en Bs,Centro,Sí,0,67
1511,Vitamina C,Antibiótico,31.06,2,62.12,2023-08-17,Tarjeta,Este,No,0,68
1512,Loratadina,Vitamina,21.49,5,107.45,2023-09-18,Pago Móvil,Sur,No,0,62
1513,Omeprazol,Vitamina,46.7,9,420.3,2023-06-13,Efectivo en $,Norte,Sí,0,2
1514,Salbutamol,Analgésico,43.44,9,332.32,2023-10-28,Tarjeta,Este,Sí,15,129
1515,Omeprazol,Antiinflamatorio,3.22,8,25.76,2023-10-30,Tarjeta,Este,No,0,97
1516,Losartán,Vitamina,2.29,1,2.18,2023-10-14,Efectivo en $,Norte,No,5,7
1517,Salbutamol,Antibiótico,19.45,1,19.45,2023-01-10,Pago Móvil,Sur,No,0,290
1518,Vitamina C,Antialérgico,40.72,9,366.48,2023-07-14,Tarjeta,Oeste,No,0,217
1519,Aspirina,Vitamina,49.38,8,375.29,2023-04-28,Pago Móvil,Centro,No,5,15
1520,Metformina,Antibiótico,8.37,9,75.33,2023-09-27,Efectivo en Bs,Sur,Sí,0,47
1521,Diclofenaco,Vitamina,30.11,7,210.77,2023-03-21,Efectivo en Bs,Sur,Sí,0,99
