ID_Prestamo,PYME_ID,Sector,Años_Operando,Ingresos_Anuales (USD),Monto_Prestamo (USD),Plazo (meses),Tasa_Interes (%),Score_Credito,Garantia,Resultado,Fecha_Solicitud
10289,5855,servICIOS,10,350972.84,47725.29,6,14.9,683,si,rechazado,2023-12-07
10290,5997,comercio,13,344726.43,78787.5,12,6.8,361,Sí,Aprobado,2023-05-29
10291,5736,comercio,17,123524.07,11209.78,36,9.3,804,Sí,rechazado,2023-07-02
10292,5225,comercio,14,336265.03,51319.26,36,11.0,538,No,Aprobado,2023-06-01
10293,5385,Agricultura,2,209054.91,8193.29,24,18.8,494,No,Aprobado,2023-03-15
10294,5403,Tecnologia,11,332591.83,10952.05,24,19.9,521,Sí,Aprobado,2023-12-31
10295,5638,Agricultura,1,71164.65,91111.56,24,5.7,360,Sí,Aprobado,2023-10-01
10296,5130,Tecnologia,19,335765.75,18228.31,6,16.4,428,No,Pendiente,2023-02-11
10297,5053,Agricultura,4,499718.59,55579.96,36,10.6,455,Sí,rechazado,2023-07-31
10298,5684,Agricultura,19,43141.78,44054.08,12,10.9,677,si,Aprobado,2023-04-11
10299,5730,servICIOS,11,489043.61,37997.62,24,16.3,736,Sí,Aprobado,2023-02-14
10300,5672,Agricultura,8,215315.82,90484.17,12,18.8,506,No,Aprobado,2023-03-23
10301,5710,Manufactura,11,437961.66,7073.22,12,19.3,687,No,Aprobado,2023-01-17
10302,5416,servICIOS,4,395545.03,68060.02,24,13.7,779,No,Aprobado,2023-03-14
10303,5247,Agricultura,17,292167.81,96522.47,36,10.4,639,No,Aprobado,2023-01-14
10304,5836,comercio,7,374455.62,58215.98,24,16.8,639,No,Aprobado,2023-06-06
10305,5439,Manufactura,8,441687.47,93998.13,12,8.8,503,Sí,rechazado,2023-08-11
10306,5203,Manufactura,3,213987.35,9964.5,24,13.5,460,Sí,Pendiente,2023-05-12
10307,5184,Manufactura,2,176975.92,44785.37,12,10.4,839,Sí,Aprobado,2023-12-04
10308,5123,servICIOS,15,340444.83,29714.99,12,14.8,691,No,rechazado,2023-02-16
10309,5401,Agricultura,5,407766.05,74427.99,24,8.6,833,No,Aprobado,2023-04-17
10310,5767,Agricultura,1,385896.86,98223.22,6,7.9,369,Sí,Aprobado,2023-04-18
10311,5294,comercio,4,402950.55,29370.36,24,18.8,704,Sí,Aprobado,2023-09-22
10312,5280,comercio,15,229079.99,67146.59,6,6.5,816,Sí,Aprobado,2023-07-24
10313,5837,Manufactura,19,412560.42,23819.28,12,12.6,419,No,Aprobado,2023-03-20
10314,5002,comercio,3,77700.35,58706.37,12,8.3,516,Sí,Aprobado,2023-06-04
10315,5610,servICIOS,11,281354.77,49073.59,6,5.6,355,No,rechazado,2023-09-28
10316,5198,Agricultura,17,22764.16,97340.51,12,5.5,665,NO,rechazado,2023-09-04
10317,5982,Manufactura,13,175801.2,62810.09,6,7.6,803,Sí,Aprobado,2023-01-19
10318,5907,comercio,11,195901.54,38203.11,6,18.0,754,Sí,Pendiente,2023-12-12
10319,5511,servICIOS,2,210162.89,15839.1,12,9.2,403,Sí,Aprobado,2023-01-26
10320,5752,servICIOS,9,353824.26,19368.45,36,19.3,376,Sí,Aprobado,2023-08-05
10321,5002,comercio,2,206507.89,26405.11,6,13.7,529,Sí,Aprobado,2023-06-03
10322,5609,Agricultura,9,235372.94,28841.83,24,11.5,557,Sí,Aprobado,2023-06-03
10323,5201,comercio,9,134021.18,85808.53,24,13.7,563,No,Aprobado,2023-06-23
10324,5124,Manufactura,8,199160.86,58316.16,12,12.8,630,Sí,Aprobado,2023-04-02
10325,5187,comercio,17,129089.42,54722.14,36,16.4,481,Sí,Aprobado,2023-12-04
10326,5326,servICIOS,1,55134.04,15903.04,12,9.2,849,si,rechazado,2023-06-30
10327,5464,comercio,11,309655.32,86713.27,36,10.3,326,No,Aprobado,2023-05-11
10328,5349,Agricultura,8,340742.14,73667.36,6,18.4,575,Sí,Aprobado,2023-10-25
10329,5771,Tecnologia,10,317355.37,11428.49,6,19.2,598,No,Aprobado,2023-10-02
10330,5660,comercio,7,242477.14,72244.33,6,18.4,390,Sí,Aprobado,2023-09-30
10331,5764,Agricultura,3,202297.17,56636.13,6,11.3,779,No,Aprobado,2023-03-17
10332,5955,Agricultura,3,434400.15,12763.91,24,16.7,757,No,rechazado,2023-06-26
10333,5932,servICIOS,18,269159.26,48538.56,24,12.1,750,No,Aprobado,2023-07-03
10334,5403,Agricultura,5,250007.3,51046.15,12,12.5,664,Sí,Aprobado,2023-11-15
10335,5346,Agricultura,12,32308.19,20748.58,36,8.1,650,No,Aprobado,2023-05-11
10336,5963,Agricultura,12,183798.96,94841.32,6,13.9,699,Sí,Aprobado,2023-12-29
10337,5511,Agricultura,19,202493.9,85747.66,6,7.8,552,Sí,Aprobado,2023-02-18
10338,5147,Manufactura,6,211434.93,68557.12,36,10.0,758,Sí,Aprobado,2023-02-24
10339,5148,Manufactura,2,298482.74,48918.08,36,17.8,798,Sí,Pendiente,2023-06-03
10340,5864,servICIOS,12,276129.22,44117.73,12,8.1,807,Sí,Aprobado,2023-12-21
10341,5711,comercio,19,311794.44,66842.48,36,6.1,603,No,Aprobado,2023-07-19
10342,5820,Agricultura,5,387143.97,56816.03,6,6.0,800,si,Aprobado,2023-11-04
10343,5489,comercio,12,410233.15,10915.95,6,19.1,465,Sí,Aprobado,2023-12-22
10344,5929,comercio,17,364699.08,53687.75,6,12.6,714,Sí,Aprobado,2023-04-28
10345,5936,servICIOS,17,478651.37,81608.34,6,11.1,761,Sí,Pendiente,2023-09-20
10346,5640,Agricultura,10,28751.64,48627.79,6,17.2,413,Sí,Aprobado,2023-02-15
10347,5551,Agricultura,17,113973.43,9935.87,12,17.5,732,Sí,Aprobado,2023-10-29
10348,5338,Tecnologia,15,23630.18,79696.43,6,10.0,655,si,Aprobado,2023-12-22
10349,5872,comercio,12,330787.86,24129.56,12,15.4,506,Sí,Aprobado,2023-07-08
10350,5641,comercio,16,451054.66,29568.98,6,16.6,534,Sí,Aprobado,2023-11-06
10351,5779,Manufactura,19,136871.5,20647.1,24,14.8,741,Sí,Aprobado,2023-11-14
10352,5988,Tecnologia,8,464976.58,36370.43,24,7.3,654,No,Aprobado,2023-05-09
10353,5953,Manufactura,17,48928.35,76891.39,24,18.1,814,No,Aprobado,2023-02-18
10354,5473,Manufactura,5,468529.29,54341.66,24,13.1,507,si,rechazado,2023-01-25
10355,5946,Manufactura,16,188778.89,24463.72,12,9.2,424,No,Aprobado,2023-09-23
10356,5151,servICIOS,6,68682.0,88393.86,12,11.4,437,Sí,Aprobado,2023-04-28
10357,5415,servICIOS,8,253218.44,88560.28,36,5.6,638,Sí,Aprobado,2023-05-24
10358,5990,Manufactura,18,143252.75,87704.95,6,6.9,836,No,Aprobado,2023-07-19
10359,5298,Tecnologia,12,156738.99,27685.64,24,16.5,367,Sí,Aprobado,2023-06-06
10360,5611,comercio,15,167499.18,47867.74,12,5.0,840,No,Aprobado,2023-12-14
10361,5263,Tecnologia,9,405452.43,98574.02,6,11.2,682,Sí,Aprobado,2023-05-14
10362,5764,Agricultura,13,278797.41,78341.19,6,12.8,318,Sí,Aprobado,2023-05-28
10363,5144,servICIOS,15,169427.7,7580.91,12,5.8,749,No,Aprobado,2023-12-02
10364,5001,comercio,10,312960.22,11194.44,24,19.6,373,No,Aprobado,2023-03-12
10365,5624,comercio,16,363752.32,49073.48,36,8.4,575,No,rechazado,2023-08-21
10366,5572,Agricultura,7,150859.52,91375.92,6,9.6,347,Sí,Aprobado,2023-11-30
10367,5881,Agricultura,17,218503.57,56176.67,36,9.6,510,No,Aprobado,2023-10-26
10368,5002,Manufactura,7,78505.32,52292.19,24,8.5,839,Sí,Aprobado,2023-06-03
10369,5897,servICIOS,14,106951.69,15020.0,24,5.0,490,Sí,Aprobado,2023-03-31
10370,5304,servICIOS,15,346936.57,67394.11,36,15.9,614,Sí,Aprobado,2023-11-30
10371,5254,Tecnologia,7,107090.41,83099.8,24,19.5,412,Sí,Aprobado,2023-07-18
10372,5652,Manufactura,9,272078.42,41139.9,6,8.4,469,Sí,rechazado,2023-06-10
10373,5453,Manufactura,19,360342.21,78683.13,36,14.9,767,Sí,Aprobado,2023-01-26
10374,5037,Manufactura,16,71300.92,96625.28,24,16.1,313,Sí,Aprobado,2023-05-01
10375,5160,Manufactura,8,292309.87,24357.81,36,17.7,587,Sí,Aprobado,2023-10-28
10376,5001,servICIOS,18,143150.14,54716.31,6,11.3,488,Sí,Aprobado,2023-07-31
10377,5233,servICIOS,18,482204.9,32278.11,24,9.5,454,Sí,Aprobado,2023-03-04
10378,5099,Manufactura,7,252101.91,80321.17,6,9.9,770,Sí,rechazado,2023-03-09
10379,5659,Tecnologia,3,406876.42,59871.37,24,15.7,374,No,Aprobado,2023-09-10
10380,5816,comercio,18,284108.74,65285.33,12,17.3,576,Sí,rechazado,2023-01-02
10381,5208,comercio,10,40838.02,80801.85,24,7.7,642,Sí,rechazado,2023-04-18
10382,5131,Tecnologia,7,323912.66,42617.19,36,10.6,724,Sí,rechazado,2023-10-13
10383,5001,Manufactura,17,476673.6,91933.56,24,18.5,810,No,Aprobado,2023-02-18
10384,5152,servICIOS,14,308773.67,55637.74,6,17.1,481,No,Aprobado,2023-05-20
10385,5054,comercio,3,413210.65,20005.71,6,19.8,757,No,Aprobado,2023-08-06
10386,5120,Agricultura,12,444419.1,71110.42,24,16.3,363,No,Aprobado,2023-02-13
10387,5673,Agricultura,13,129478.29,80359.83,36,10.9,559,Sí,Aprobado,2023-09-26
10388,5920,Tecnologia,2,121781.52,35092.36,12,13.9,492,No,rechazado,2023-03-19
10389,5003,Manufactura,3,313270.87,86432.03,36,14.9,705,No,Aprobado,2023-08-04
10390,5587,comercio,5,217293.67,91083.61,12,6.2,392,Sí,Aprobado,2023-04-08
10391,5625,Manufactura,11,423133.43,31305.93,6,13.2,729,Sí,Aprobado,2023-08-24
10392,5968,comercio,8,452011.1,98434.54,36,15.6,733,Sí,Aprobado,2023-10-09
10393,5420,Tecnologia,12,189642.26,18367.6,12,7.5,703,si,Aprobado,2023-05-29
10394,5422,Tecnologia,7,133697.87,24191.49,24,16.7,733,No,rechazado,2023-10-31
10395,5104,Agricultura,15,394652.25,22501.36,6,13.8,411,No,Aprobado,2023-03-07
10396,5852,Manufactura,17,151906.9,89929.02,24,19.3,674,Sí,rechazado,2023-08-22
10397,5254,Agricultura,4,414854.87,67157.79,6,5.6,358,Sí,rechazado,2023-03-28
10398,5227,Manufactura,13,223394.36,19449.91,36,9.0,342,Sí,rechazado,2023-03-20
10399,5112,Agricultura,18,340423.95,46830.72,36,14.0,506,Sí,Aprobado,2023-07-24
10400,5510,servICIOS,1,65856.95,63453.31,6,9.4,595,No,rechazado,2023-10-06
10401,5473,servICIOS,16,319452.48,12929.09,6,15.7,417,No,Aprobado,2023-12-03
10402,5099,servICIOS,13,236848.49,88829.55,6,16.4,831,Sí,Aprobado,2023-09-11
10403,5153,servICIOS,10,301572.06,81342.34,36,6.5,521,No,Aprobado,2023-10-31
10404,5861,comercio,12,100646.82,52994.64,12,12.7,465,Sí,Aprobado,2023-05-10
10405,5914,servICIOS,2,373699.4,96877.03,24,12.6,455,NO,Aprobado,2023-03-25
10406,5896,Tecnologia,3,434142.6,44687.29,24,10.5,483,Sí,Aprobado,2023-10-03
10407,5878,Tecnologia,10,124035.1,98490.48,36,19.0,389,Sí,Aprobado,2023-07-06
10408,5338,comercio,2,65942.99,68452.4,24,17.4,393,Sí,Pendiente,2023-02-15
10409,5706,servICIOS,13,31346.52,65293.77,6,15.5,312,Sí,Aprobado,2023-07-02
10410,5822,servICIOS,13,328146.32,20765.72,12,15.7,737,Sí,Aprobado,2023-09-25
10411,5163,servICIOS,18,311405.14,88783.14,24,11.9,837,No,Aprobado,2023-10-23
10412,5720,Agricultura,3,282414.76,45611.52,12,18.8,449,No,Aprobado,2023-11-18
10413,5003,Manufactura,7,131334.61,20412.17,6,15.4,307,No,Pendiente,2023-04-10
10414,5681,Agricultura,14,207634.88,6197.71,24,15.9,328,Sí,Aprobado,2023-03-19
10415,5996,Manufactura,17,305348.64,58176.79,36,17.9,595,No,Aprobado,2023-09-29
10416,5161,servICIOS,12,258448.09,55102.96,12,9.1,639,Sí,Aprobado,2023-12-05
10417,5580,servICIOS,16,494137.05,73338.59,6,17.1,738,Sí,Pendiente,2023-06-11
10418,5801,Agricultura,12,85491.08,89574.52,12,7.9,443,No,Aprobado,2023-02-13
10419,5398,Agricultura,15,353669.39,12543.63,24,10.2,818,No,rechazado,2023-08-26
10420,5003,Manufactura,10,214073.01,74492.17,24,10.0,344,Sí,Aprobado,2023-05-14
10421,5816,Tecnologia,7,225535.82,22804.13,36,19.7,538,Sí,Aprobado,2023-07-11
10422,5916,Manufactura,5,364446.93,86526.82,6,17.8,454,NO,Aprobado,2023-12-22
10423,5504,Agricultura,1,352369.35,82811.03,6,15.5,480,Sí,rechazado,2023-10-05
10424,5896,Agricultura,17,495802.88,56375.41,36,15.9,514,Sí,Aprobado,2023-01-18
10425,5392,comercio,3,81629.26,72473.07,36,13.4,387,No,Aprobado,2023-01-12
10426,5135,Agricultura,13,69972.63,34863.26,6,19.2,555,Sí,Aprobado,2023-06-29
10427,5195,comercio,14,367682.63,49760.95,12,12.4,810,Sí,Aprobado,2023-05-03
10428,5401,Tecnologia,18,297625.72,83055.51,12,10.7,372,Sí,Aprobado,2023-09-03
10429,5001,Manufactura,4,151597.12,48630.19,36,7.4,478,No,Pendiente,2023-08-10
10430,5033,Manufactura,18,58121.3,38990.84,12,16.8,511,No,Aprobado,2023-02-20
10431,5688,comercio,5,61115.96,51950.18,6,16.0,533,No,Aprobado,2023-03-12
10432,5003,Manufactura,16,449211.62,83683.68,24,10.8,764,NO,rechazado,2023-02-17
10433,5955,Agricultura,1,112096.32,36844.76,24,5.4,522,No,Aprobado,2023-01-19
10434,5883,servICIOS,14,175218.35,21507.35,12,17.6,563,Sí,Aprobado,2023-09-19
10435,5470,comercio,15,128795.07,72641.33,36,5.2,506,Sí,Aprobado,2023-03-25
10436,5375,Manufactura,9,190398.23,83467.93,36,15.6,665,No,Aprobado,2023-06-04
10437,5022,comercio,15,53323.44,14560.56,36,19.6,575,No,Aprobado,2023-02-22
10438,5750,comercio,17,269148.7,27788.04,36,11.6,679,No,Aprobado,2023-04-17
10439,5670,servICIOS,4,52454.03,18487.34,36,8.5,608,No,Aprobado,2023-12-23
10440,5038,Agricultura,12,404171.12,38054.43,12,15.6,567,Sí,Aprobado,2023-10-31
10441,5230,comercio,5,132181.8,47783.34,24,17.3,363,Sí,Pendiente,2023-05-15
10442,5365,Manufactura,5,279205.72,76138.5,24,13.2,649,Sí,rechazado,2023-03-10
10443,5563,Tecnologia,11,442437.96,66859.02,12,19.5,793,Sí,rechazado,2023-01-11
10444,5002,comercio,6,332421.14,63988.21,36,5.8,822,Sí,rechazado,2023-05-23
10445,5776,comercio,7,275819.74,38475.62,12,12.6,397,No,Aprobado,2023-07-11
10446,5283,servICIOS,14,175680.2,84937.52,24,15.8,370,No,rechazado,2023-03-10
10447,5002,Agricultura,11,179840.92,49772.28,6,17.9,663,Sí,Aprobado,2023-01-23
10448,5226,Tecnologia,13,341353.74,98014.97,12,7.7,575,Sí,Aprobado,2023-06-30
10449,5277,Manufactura,2,497186.89,65243.5,36,17.0,349,Sí,Aprobado,2023-10-20
10450,5798,Tecnologia,7,337682.81,16995.15,24,13.3,657,Sí,Aprobado,2023-01-09
10451,5609,Manufactura,4,287736.04,69236.87,24,10.9,784,No,rechazado,2023-09-28
10452,5284,Agricultura,8,370712.24,35884.88,24,7.0,383,No,Pendiente,2023-04-03
10453,5879,Manufactura,19,243298.69,70201.08,24,18.0,595,No,Aprobado,2023-01-17
10454,5960,servICIOS,13,48868.32,11615.91,36,7.4,535,No,rechazado,2023-06-03
10455,5481,servICIOS,14,289902.47,21613.74,6,9.6,355,No,Aprobado,2023-11-24
10456,5453,servICIOS,10,479660.14,86295.04,24,9.4,659,Sí,Aprobado,2023-05-29
10457,5829,servICIOS,11,104145.41,26582.06,12,18.1,409,Sí,Aprobado,2023-09-24
10458,5816,Tecnologia,2,351202.35,84518.91,6,15.1,491,Sí,Aprobado,2023-11-24
10459,5659,Agricultura,9,116448.17,31531.23,24,17.0,392,NO,Pendiente,2023-04-16
10460,5516,Manufactura,17,277197.29,66073.78,6,8.8,359,Sí,rechazado,2023-02-04
10461,5547,Manufactura,3,66404.7,70944.3,12,14.4,338,Sí,rechazado,2023-04-29
10462,5001,servICIOS,6,236178.05,53702.2,24,13.6,839,No,Aprobado,2023-01-14
10463,5049,servICIOS,5,382958.4,34004.51,12,17.5,348,si,Pendiente,2023-01-14
10464,5512,comercio,5,186834.33,25201.22,36,18.6,719,No,Aprobado,2023-09-23
10465,5017,Agricultura,15,339157.63,8152.99,24,5.2,312,Sí,rechazado,2023-05-20
10466,5172,Tecnologia,17,401815.98,33874.91,24,15.1,335,Sí,Aprobado,2023-10-21
10467,5220,Manufactura,9,465045.35,67050.47,24,5.8,400,Sí,Aprobado,2023-12-30
10468,5158,comercio,3,132628.2,94138.96,24,13.2,385,Sí,Aprobado,2023-04-29
10469,5477,comercio,17,211671.64,87764.43,36,9.3,815,Sí,Aprobado,2023-08-26
10470,5046,Manufactura,10,93159.69,77776.15,24,9.6,522,Sí,Aprobado,2023-02-03
10471,5373,Tecnologia,3,496392.08,79902.5,6,10.3,637,si,Aprobado,2023-06-18
10472,5518,comercio,18,464960.46,68173.57,24,14.3,465,Sí,Aprobado,2023-01-10
10473,5099,comercio,18,279179.42,29727.25,36,10.0,682,No,Aprobado,2023-05-02
10474,5892,Agricultura,17,424175.98,91183.53,24,16.0,675,No,Aprobado,2023-05-25
10475,5745,Tecnologia,3,270059.83,68719.57,6,11.1,770,Sí,Aprobado,2023-08-11
10476,5037,comercio,3,319321.13,58241.86,36,6.0,330,No,Aprobado,2023-09-14
10477,5280,Tecnologia,6,62779.73,15544.0,36,16.8,674,Sí,Aprobado,2023-09-25
10478,5349,Manufactura,13,382529.8,47470.28,6,9.3,310,Sí,Aprobado,2023-12-25
10479,5497,servICIOS,15,81302.47,48734.04,6,11.5,601,No,Pendiente,2023-01-04
10480,5302,comercio,9,416512.46,87133.54,6,15.3,395,Sí,rechazado,2023-12-20
10481,5181,Agricultura,4,395373.48,56931.58,6,10.0,489,NO,Aprobado,2023-04-16
10482,5607,Manufactura,14,360197.45,41138.05,6,5.8,752,Sí,rechazado,2023-03-26
10483,5099,Tecnologia,5,37356.98,97796.03,36,10.6,491,No,rechazado,2023-08-02
10484,5700,Manufactura,2,165501.61,15518.46,36,19.2,785,Sí,Pendiente,2023-05-01
10485,5993,comercio,11,146294.03,45142.1,24,14.6,565,Sí,Aprobado,2023-05-12
10486,5116,Tecnologia,9,192865.48,8992.34,24,15.1,723,Sí,Aprobado,2023-12-04
10487,5191,servICIOS,3,62068.52,75290.89,12,14.5,427,No,Aprobado,2023-07-16
10488,5253,Manufactura,9,469739.76,92217.27,24,8.0,537,No,Aprobado,2023-01-19
10489,5981,comercio,3,285825.08,31603.55,24,11.3,654,No,Aprobado,2023-05-10
10490,5928,Agricultura,2,166651.67,86542.46,6,16.3,411,Sí,Aprobado,2023-01-12
10491,5983,Tecnologia,12,210551.13,32760.73,6,6.5,745,No,rechazado,2023-03-22
10492,5161,Manufactura,10,234657.22,91523.17,24,9.2,642,No,Pendiente,2023-11-26
10493,5256,Manufactura,9,308285.28,76626.38,12,9.1,444,No,Aprobado,2023-12-20
10494,5323,servICIOS,15,267526.13,81466.14,6,11.5,364,Sí,Aprobado,2023-09-19
10495,5128,servICIOS,8,461308.15,6710.62,24,19.7,546,No,Aprobado,2023-05-05
10496,5018,Agricultura,5,258542.47,96466.98,24,6.0,789,No,rechazado,2023-11-03
10497,5793,Agricultura,11,496235.85,74033.74,36,12.8,738,Sí,Aprobado,2023-09-24
10498,5735,comercio,2,428683.98,33951.35,12,7.7,405,No,Aprobado,2023-05-20
10499,5566,comercio,15,120085.05,83792.49,36,19.6,480,No,Aprobado,2023-11-25
10500,5570,Agricultura,6,466685.7,31744.51,12,6.7,483,Sí,Aprobado,2023-01-02
10501,5323,Agricultura,8,75855.87,87911.61,6,11.1,525,Sí,Aprobado,2023-01-08
10502,5002,Tecnologia,5,412375.86,15695.14,12,16.1,388,Sí,Aprobado,2023-09-07
10503,5686,servICIOS,16,202699.18,71850.17,24,15.6,829,No,rechazado,2023-05-19
10504,5792,comercio,18,441427.67,56366.36,24,11.3,670,No,Pendiente,2023-05-04
10505,5626,servICIOS,6,436667.21,14170.77,12,10.2,698,Sí,Pendiente,2023-11-05
10506,5288,servICIOS,5,406844.19,27979.91,12,11.0,405,No,Pendiente,2023-08-16
10507,5943,Agricultura,16,399214.61,6178.38,12,9.0,570,No,Aprobado,2023-01-10
10508,5854,Tecnologia,13,166245.99,49532.96,36,8.1,802,Sí,Aprobado,2023-07-31
10509,5663,Manufactura,5,58841.26,33620.2,12,12.2,824,No,rechazado,2023-04-22
10510,5002,Tecnologia,13,213430.49,61843.96,6,9.0,331,NO,Pendiente,2023-01-08
10511,5639,Tecnologia,17,103291.77,33237.59,36,9.3,692,No,Aprobado,2023-10-19
10512,5155,servICIOS,18,353576.52,33492.32,36,14.9,339,No,Aprobado,2023-12-28
10513,5490,Tecnologia,8,186127.87,75603.35,12,19.5,517,NO,Aprobado,2023-09-10
10514,5386,comercio,13,488292.9,9573.57,6,14.1,381,No,Aprobado,2023-01-14
10515,5986,servICIOS,19,327666.6,90775.02,36,6.2,500,Sí,Aprobado,2023-08-28
10516,5785,comercio,3,414790.67,85965.07,24,6.1,746,No,Aprobado,2023-08-30
10517,5104,Manufactura,8,83611.84,68441.44,36,19.3,727,No,Aprobado,2023-12-08
10518,5001,servICIOS,2,433766.95,61356.05,12,9.5,337,No,Aprobado,2023-05-29
10519,5393,Manufactura,8,462923.45,89768.74,6,6.4,510,Sí,rechazado,2023-08-24
10520,5811,servICIOS,13,253789.72,22606.37,12,14.0,743,No,Aprobado,2023-11-02
10521,5246,Agricultura,13,311001.41,12502.07,24,14.4,626,Sí,Aprobado,2023-06-16
10522,5176,Tecnologia,1,387108.7,27753.47,24,14.7,526,si,Aprobado,2023-01-20
10523,5039,Agricultura,6,103922.54,80484.94,24,9.0,347,Sí,rechazado,2023-08-04
10524,5477,Manufactura,19,261231.72,8293.68,12,5.2,317,Sí,Aprobado,2023-12-09
10525,5682,Tecnologia,16,211358.25,60366.65,36,19.5,738,Sí,Pendiente,2023-05-15
10526,5759,servICIOS,8,90259.52,99566.56,12,8.8,486,Sí,Aprobado,2023-05-09
10527,5538,Tecnologia,1,196416.52,86291.13,6,15.1,644,No,Pendiente,2023-10-21
10528,5867,comercio,16,52722.71,54537.34,36,15.6,523,si,Pendiente,2023-09-03
10529,5818,Tecnologia,9,32389.72,11045.89,24,14.2,787,No,Aprobado,2023-07-08
10530,5921,comercio,13,84879.82,83980.48,12,9.7,528,Sí,Aprobado,2023-02-13
10531,5408,Tecnologia,11,482295.25,61902.96,24,9.1,689,Sí,Aprobado,2023-03-27
10532,5525,comercio,13,283774.18,15918.63,24,14.0,487,No,Aprobado,2023-02-13
10533,5828,Manufactura,10,483594.64,13916.44,6,18.0,569,si,Aprobado,2023-11-26
10534,5506,Agricultura,4,227598.98,91414.55,36,19.2,609,Sí,Aprobado,2023-05-25
10535,5903,servICIOS,6,169671.74,68574.02,6,6.6,431,Sí,Aprobado,2023-02-20
10536,5825,Tecnologia,7,262948.09,83782.25,6,7.3,371,Sí,Aprobado,2023-08-30
10537,5036,Agricultura,5,230965.61,88503.0,6,19.2,486,No,Aprobado,2023-10-21
10538,5685,servICIOS,11,70719.05,59318.37,24,16.0,785,No,Aprobado,2023-02-20
10539,5020,servICIOS,13,327596.63,54157.4,6,18.2,490,Sí,Aprobado,2023-09-23
10540,5321,comercio,19,123698.33,45890.6,6,8.0,721,Sí,Aprobado,2023-04-30
10541,5776,Manufactura,10,317402.22,35109.93,36,13.8,419,No,Aprobado,2023-07-19
10542,5512,Manufactura,10,332096.52,46286.62,36,15.5,519,Sí,Aprobado,2023-09-05
10543,5400,Agricultura,11,92971.93,78518.57,6,15.2,352,Sí,rechazado,2023-03-11
10544,5654,Manufactura,7,49447.82,62182.73,36,11.1,750,No,Aprobado,2023-12-07
10545,5972,Tecnologia,18,394765.56,89789.71,36,5.2,711,Sí,Aprobado,2023-02-26
10546,5883,Manufactura,4,240704.2,47121.1,6,13.7,536,Sí,Aprobado,2023-02-08
10547,5471,Agricultura,2,47918.62,62673.51,24,8.8,705,No,rechazado,2023-10-16
10548,5143,Manufactura,14,497535.83,64974.22,6,11.8,721,No,rechazado,2023-01-18
10549,5092,Tecnologia,13,47734.67,61211.23,36,19.4,546,No,rechazado,2023-08-08
10550,5354,comercio,12,353616.91,71750.21,24,11.0,371,No,Aprobado,2023-11-09
