ID_Jugador,Nombre_Jugador,Epoca,Equipo_Principal,Nacionalidad,Posicion,Anio_Nacimiento,Legado_Futbolistico,Balon_de_Oro,Copa_Mundo,Impacto_Historico,Partidos_Jugados_Carrera,Goles_Carrera,Asistencias_Carrera,Titulos_Ganados,Balones_Oro_Ganados,Copas_Mundo_Ganadas,Valor_Historico_Millones,Ingreso_Carrera_Millones,Puntuacion_Legado,Promedio_Goles_Partido,Anos_Carrera_Profesional,Popularidad_Indice
19117.0,Roberto Baggio,1990s-2000s,  Juventus,italia, Delantero ,1967.0,Notable,GANADOR,No Clasifico,muy alto,773.0,215.0,117.0,5.0,1.0,0.0,119.97,46.87,83.1,0.79,20.4,54.8
19118.0,NEYMAR JR,2010s-2020s,PSG,Brasil , Delantero ,1992.0, Leyenda ,Sin Nominacion,No Clasificó, alto ,298.0,221.0,100.0,12.0,1.0,0.0,38.69,74.73,67.4,0.28,20.0,
19119.0,iker casillas, 2000s-2010s ,  Real Madrid, España , Portero ,1981.0,RECONOCIDO,Ganador,No Clasificó,bajo,883.0,177.0,97.0,16.0,1.0,0.0,34.44,79.82,84.8,-0.15,19.1,77.0
19120.0,JOHAN CRUYFF,1970s-1980s,Ajax , Paises Bajos ,delantero,1947.0, notable ,sin nominacion,No Clasifico,BAJO,746.0,203.0,95.0,10.0,0.0,0.0,5.57,71.66,90.9,0.58,14.6,
19121.0,virgil van dijk,2010s-2020s,Liverpool, Paises Bajos , Defensa ,1991.0,Notable,Sin Nominacion,No Clasificó,MUY ALTO,812.0,198.0,97.0,14.0,0.0,1.0,53.47,97.02,88.8,-1.0,20.4,32.1
19122.0, Frank Lampard ,  2000s-2010s,Chelsea ,INGLATERRA,Mediocampista ,1978.0,Reconocido,Sin Nominacion,Participante, Muy Alto ,661.0,193.0,117.0,13.0,2.0,0.0,86.33,21.69,100.7,0.09,19.6,85.7
19123.0, Mohamed Salah ,2010s-2020s ,Liverpool,Egipto ,delantero,1992.0, notable ,nominado,Participante, bajo ,842.0,211.0,95.0,13.0,1.0,1.0,23.94,57.45,63.3,,12.9,96.0
19124.0,Frank Lampard, 2000s-2010s ,CHELSEA, Inglaterra , Mediocampista ,1978.0, Leyenda ,SIN NOMINACION,Campeón,Muy Alto,204.0,213.0,99.0,15.0,1.0,0.0,74.72,8.81,72.4,0.7,18.4,65.7
19125.0,Pele,1950s-1960s,Santos ,BRASIL,delantero,1940.0, Icono ,ganador,No Clasifico, alto ,417.0,200.0,99.0,13.0,1.0,0.0,166.88,38.83,94.6,-0.18,12.3,61.6
19126.0,Paolo Maldini,1980s-2000s , AC Milan ,Italia ,Defensa ,1968.0, reconocido ,NOMINADO,CAMPEON,Alto,702.0,202.0,89.0,11.0,2.0,0.0,11.39,53.5,74.1,0.22,17.7,95.1
19127.0,garrincha,1950s-1960s,  Botafogo,Brasil ,Delantero ,1933.0,Leyenda,nominado,no clasifico,medio,597.0,220.0,98.0,12.0,0.0,0.0,37.05,84.5,88.6,0.38,8.5,52.1
19128.0,Hugo Sánchez,1980s-1990s,REAL MADRID,Mexico,  Delantero,1958.0,NOTABLE,SIN NOMINACION,No Clasifico,bajo,592.0,180.0,96.0,4.0,0.0,0.0,16.92,,,0.45,8.9,47.7
19129.0,Mario Kempes, 1970s-1980s ,Valencia,Argentina ,delantero,1954.0, Icono ,NOMINADO,Subcampeón,Muy Alto,406.0,211.0,104.0,8.0,0.0,1.0,78.72,73.43,125.7,0.28,20.3,89.2
19130.0,EDEN HAZARD,2010s-2020s,Chelsea ,  Belgica,Delantero,1991.0,LEYENDA, Sin Nominacion , Subcampeon , medio ,214.0,179.0,105.0,13.0,0.0,0.0,43.09,108.88,81.0,0.26,19.7,75.2
19131.0,roberto baggio, 1990s-2000s ,  Juventus,Italia,DELANTERO,1967.0,RECONOCIDO,Ganador  ,No Clasificó, alto ,753.0,208.0,126.0,10.0,0.0,1.0,50.34,56.46,102.9,1.0,18.2,96.3
19132.0, Ferenc Puskas ,  1950s-1960s,REAL MADRID,hungria, Delantero ,1927.0,notable,Nominado,campeon,bajo,660.0,215.0,97.0,12.0,1.0,1.0,79.95,80.43,79.9,0.47,15.4,32.2
19133.0,mario kempes,1970s-1980s ,Valencia,  Argentina,DELANTERO,1954.0,reconocido,sin nominacion,participante,alto,890.0,176.0,103.0,11.0,0.0,1.0,25.21,5.89,91.2,0.29,3.0,47.0
19134.0,Romario,1980s-1990s , Barcelona ,brasil,Delantero ,1966.0, Leyenda ,Nominado,NO CLASIFICO,MUY ALTO,774.0,195.0,108.0,12.0,0.0,0.0,123.31,23.48,107.4,,14.6,75.3
19135.0,LEV YASHIN,1950s-1960s , Dynamo Moscow ,UNION SOVIETICA,PORTERO,1929.0,Icono,nominado,CAMPEON, medio ,440.0,211.0,115.0,10.0,0.0,0.0,38.07,35.93,102.5,0.66,17.3,83.4
19136.0,KAKA,2000S-2010S,AC Milan,  Brasil,Mediocampista,1982.0,leyenda,ganador,Subcampeón,MUY ALTO,763.0,176.0,90.0,12.0,0.0,0.0,8.6,51.17,81.9,0.52,50.0,91.9
19137.0,Ferenc Puskas, 1950s-1960s , Real Madrid ,Hungria,DELANTERO,1927.0,leyenda,sin nominacion,No Clasifico,Muy Alto,295.0,202.0,99.0,9.0,0.0,2.0,59.52,3.74,,0.44,11.4,78.5
19138.0,VIRGIL VAN DIJK,2010s-2020s ,LIVERPOOL,paises bajos,  Defensa,1991.0,notable,Sin Nominacion,No Clasifico,Bajo,684.0,222.0,81.0,11.0,1.0,0.0,78.81,12.07,100.1,0.3,22.2,78.3
19139.0,virgil van dijk,  2010s-2020s,  Liverpool,paises bajos,DEFENSA,1991.0, reconocido , Ganador ,campeon, bajo ,606.0,200.0,99.0,12.0,2.0,0.0,19.05,25.93,120.0,0.3,14.7,67.2
19140.0,gerd muller,1960s-1970s , Bayern Munich ,alemania,Delantero ,1945.0, Leyenda ,GANADOR,campeon,muy alto,430.0,199.0,98.0,9.0,1.0,1.0,97.31,284.72,87.9,0.32,17.3,106.8
19141.0,Kaka, 2000s-2010s ,  AC Milan,Brasil ,Mediocampista ,1982.0, Leyenda ,GANADOR,participante,Bajo,854.0,180.0,102.0,7.0,1.0,0.0,,32.2,114.4,0.6,18.9,52.9
19142.0,ANDREA PIRLO,2000s-2010s ,ac milan,Italia,  Mediocampista,1979.0, Icono , nominado ,Subcampeón, medio ,370.0,206.0,90.0,11.0,3.0,0.0,16.21,52.63,81.4,0.2,10.0,82.2
19143.0,Ronaldo, 1990s-2000s , Real Madrid ,brasil, Delantero ,1976.0,Icono, Ganador ,CAMPEON,Medio,740.0,203.0,121.0,6.0,0.0,0.0,205.28,17.46,99.3,0.62,16.0,55.2
19144.0, Karim Benzema ,2010s-2020s,real madrid,Francia,delantero,1987.0,Reconocido,ganador,CAMPEON,Muy Alto,235.0,195.0,93.0,15.0,0.0,0.0,7.58,75.49,101.5,0.92,21.6,85.7
19145.0,lionel messi,  2000s-2020s,  Barcelona, Argentina , Delantero ,1987.0,RECONOCIDO,nominado,NO CLASIFICO, medio ,724.0,218.0,97.0,7.0,0.0,0.0,11.28,26.36,78.9,0.6,24.1,54.3
19146.0,diego maradona, 1980s-1990s ,Napoli , Argentina ,Mediocampista ,1960.0, notable ,Sin Nominacion,PARTICIPANTE,MUY ALTO,359.0,238.0,88.0,10.0,0.0,0.0,10.18,18.55,73.8,0.39,15.2,89.9
19147.0,frank lampard, 2000s-2010s ,  Chelsea,  Inglaterra, Mediocampista ,1978.0,reconocido,nominado,No Clasifico, medio ,898.0,244.0,105.0,14.0,1.0,1.0,112.21,58.15,102.2,0.11,13.8,77.2
19148.0,sergio ramos,2000S-2020S,REAL MADRID,España ,DEFENSA,1986.0,Icono,ganador,No Clasificó, alto ,442.0,220.0,91.0,10.0,2.0,0.0,53.11,0.44,77.0,0.97,16.3,109.9
19149.0, Zico ,1970s-1980s,Flamengo , Brasil ,MEDIOCAMPISTA,1953.0,reconocido,Nominado, No Clasifico , Muy Alto ,285.0,202.0,105.0,11.0,0.0,0.0,8.25,0.62,71.6,0.15,16.2,69.4
19150.0,Roberto Baggio,  1990s-2000s,Juventus ,ITALIA,Delantero ,1967.0, Leyenda ,sin nominacion,campeon,MEDIO,777.0,201.0,85.0,7.0,2.0,0.0,29.02,19.78,74.7,0.75,21.9,83.5
19151.0,enzo francescoli,1980S-1990S, River Plate ,Uruguay,Mediocampista ,1961.0, reconocido , Ganador ,No Clasifico,Alto,881.0,208.0,89.0,8.0,0.0,0.0,47.76,2.99,77.0,0.69,-5.0,59.4
19152.0,KYLIAN MBAPPE,2010s-2020s , PSG ,francia, Delantero ,1998.0,reconocido,NOMINADO,No Clasificó,muy alto,756.0,205.0,92.0,9.0,1.0,0.0,4.36,9.15,97.8,0.43,13.6,69.2
19153.0, Lionel Messi , 2000s-2020s , Barcelona ,ARGENTINA, Delantero ,1987.0,Notable,Sin Nominacion,subcampeon, medio ,773.0,222.0,92.0,4.0,0.0,0.0,107.03,33.1,92.7,0.42,9.4,77.1
19154.0,steven gerrard,  2000s-2010s,  Liverpool,  Inglaterra,MEDIOCAMPISTA,1980.0,leyenda,sin nominacion,Participante,MEDIO,845.0,191.0,112.0,10.0,0.0,0.0,,,95.7,-0.05,9.9,44.5
19155.0,EUSEBIO,1950s-1960s,Benfica ,PORTUGAL,delantero,1942.0, notable ,sin nominacion,no clasifico,alto,227.0,220.0,97.0,13.0,0.0,0.0,35.18,,91.3,0.6,16.9,46.6
19156.0,diego maradona,1980S-1990S,NAPOLI,  Argentina,  Mediocampista,1960.0,ICONO,SIN NOMINACION,  Campeon  ,BAJO,819.0,205.0,90.0,7.0,0.0,0.0,170.75,57.5,76.1,0.69,19.0,87.0
19157.0,Rivaldo, 1990s-2000s ,BARCELONA, Brasil ,delantero,1972.0,RECONOCIDO,SIN NOMINACION,Campeón, bajo ,755.0,186.0,115.0,12.0,0.0,1.0,27.04,27.79,95.5,0.17,11.8,72.1
19158.0, Andres Iniesta ,2000s-2010s,barcelona,España,Mediocampista ,1984.0,RECONOCIDO,Sin Nominacion,campeon,alto,539.0,194.0,83.0,6.0,0.0,1.0,207.1,214.77,102.7,0.45,18.9,63.1
19159.0,Paolo Rossi,  1970s-1980s,Juventus,  Italia, Delantero ,1956.0, Icono ,Ganador,No Clasifico,Alto,530.0,201.0,102.0,12.0,0.0,0.0,55.12,40.47,93.8,0.51,20.6,60.3
19160.0, Diego Maradona ,1980S-1990S,NAPOLI,argentina,mediocampista,1960.0, notable ,sin nominacion, Campeon ,MUY ALTO,839.0,214.0,115.0,10.0,1.0,0.0,50.35,7.29,91.7,0.68,24.7,61.0
19161.0,lev yashin,1950s-1960s, Dynamo Moscow ,UNION SOVIETICA, Portero ,1929.0, Leyenda ,SIN NOMINACION,campeon,BAJO,705.0,210.0,95.0,13.0,20.0,0.0,9.07,76.79,73.5,0.5,15.3,77.3
19162.0,fabio cannavaro,1990S-2010S,juventus,  Italia,Defensa,1973.0, notable , Sin Nominacion ,CAMPEON,muy alto,547.0,197.0,96.0,14.0,0.0,1.0,106.82,9.67,,0.01,11.8,83.9
19163.0, Paolo Rossi ,1970S-1980S, Juventus ,Italia ,DELANTERO,1956.0, notable ,Nominado,NO CLASIFICO,medio,672.0,218.0,93.0,5.0,0.0,10.0,27.89,33.88,72.7,0.34,10.0,33.2
19164.0,CARLOS VALDERRAMA,1980S-1990S,Montpellier ,  Colombia,  Mediocampista,1961.0,leyenda,Ganador,Subcampeon,ALTO,430.0,183.0,97.0,16.0,0.0,0.0,8.85,56.65,84.6,0.57,9.5,103.3
19165.0,LUIS SUAREZ,2010s-2020s ,Barcelona ,uruguay, Delantero ,1987.0,Reconocido,GANADOR,campeon,muy alto,389.0,195.0,98.0,6.0,0.0,0.0,0.63,165.86,60.4,0.75,21.2,
19166.0,lev yashin,1950s-1960s,  Dynamo Moscow, Union Sovietica ,  Portero,1929.0,Notable,Nominado,SUBCAMPEON,ALTO,424.0,216.0,122.0,16.0,1.0,0.0,41.02,54.43,60.5,0.31,7.4,150.0
19167.0,paolo rossi,1970s-1980s, Juventus ,Italia, Delantero ,1956.0,ICONO, Sin Nominacion ,No Clasifico,muy alto,584.0,199.0,100.0,10.0,1.0,0.0,37.48,96.92,,1.16,21.1,96.7
19168.0,Kevin De Bruyne,2010s-2020s,MANCHESTER CITY,Belgica , Mediocampista ,1991.0, Leyenda ,Nominado,No Clasifico,MEDIO,576.0,190.0,110.0,18.0,0.0,0.0,63.53,394.88,76.8,-0.07,10.7,96.1
19169.0,diego maradona,1980s-1990s,Napoli,argentina,  Mediocampista,1960.0,RECONOCIDO,nominado,NO CLASIFICO,medio,482.0,218.0,101.0,17.0,0.0,0.0,110.48,11.28,86.6,0.33,11.6,75.0
19170.0, Gerd Muller , 1960s-1970s , Bayern Munich ,  Alemania,  Delantero,1945.0,LEYENDA,nominado,NO CLASIFICO,Bajo,832.0,202.0,92.0,14.0,1.0,0.0,4.14,25.7,83.0,0.48,14.2,49.1
19171.0,ROMARIO,  1980s-1990s,BARCELONA,brasil,delantero,1966.0,ICONO,Ganador,Subcampeon, bajo ,827.0,189.0,101.0,10.0,0.0,0.0,65.74,,,0.44,11.5,-30.0
19172.0,XAVI HERNANDEZ,2000s-2010s,barcelona,ESPAÑA, Mediocampista ,1980.0,Leyenda,GANADOR,participante,Medio,458.0,204.0,93.0,12.0,1.0,2.0,10.38,43.83,94.1,0.13,19.7,70.2
19173.0,Ronaldinho,  2000s-2010s, Barcelona ,brasil,Delantero,1980.0,leyenda,GANADOR,participante,muy alto,2000.0,207.0,117.0,12.0,2.0,0.0,97.66,42.35,78.1,0.63,24.1,86.0
19174.0,MOHAMED SALAH,2010s-2020s,liverpool,Egipto,delantero,1992.0,NOTABLE,sin nominacion,Subcampeón,ALTO,655.0,194.0,102.0,5.0,0.0,0.0,85.48,190.54,81.7,0.61,11.7,119.4
19175.0,ANTOINE GRIEZMANN,2010s-2020s,ATLETICO MADRID,Francia,Delantero ,1991.0, Icono ,SIN NOMINACION,PARTICIPANTE,medio,-100.0,207.0,101.0,9.0,0.0,1.0,38.91,100.15,106.8,0.51,12.8,80.0
19176.0, Michel Platini , 1970s-1980s ,JUVENTUS,francia,Mediocampista ,1955.0,Icono,NOMINADO, participante ,Muy Alto  ,848.0,212.0,111.0,12.0,0.0,0.0,61.94,74.9,85.0,0.6,14.2,56.7
19177.0,BOBBY CHARLTON, 1950s-1960s ,MANCHESTER UNITED,INGLATERRA,MEDIOCAMPISTA,1937.0,ICONO,ganador,Participante,muy alto,517.0,2000.0,115.0,11.0,0.0,1.0,18.87,29.61,82.3,0.37,17.7,68.3
19178.0,Lionel Messi,2000S-2020S,BARCELONA,Argentina ,Delantero,1987.0,LEYENDA,GANADOR,campeon,MEDIO,876.0,202.0,103.0,16.0,1.0,0.0,31.85,138.89,86.2,0.01,14.2,59.2
19179.0,Lionel Messi,2000s-2020s ,Barcelona ,  Argentina, Delantero ,1987.0,ICONO, Sin Nominacion ,Participante,Medio,424.0,-50.0,105.0,12.0,0.0,0.0,86.2,248.2,82.6,0.29,21.9,83.7
19180.0,RONALDINHO, 2000s-2010s ,  Barcelona,Brasil ,Delantero,1980.0,ICONO,SIN NOMINACION,CAMPEON, Muy Alto ,433.0,205.0,117.0,100.0,2.0,0.0,30.74,137.72,74.4,0.55,20.7,58.9
,,,,,,,,,,alto,,,,,,,,,,,,
