ID_Jugador,Nombre_Jugador,Equipo,Liga,Pais_Origen,Posicion,Nivel_Rendimiento,Estado_Fisico,Valoracion_Tecnica,Edad_Jugador,Goles_Temporada,Asistencias_Temporada,Partidos_Jugados,Tarjetas_Amarillas,Tarjetas_Rojas,Valor_Mercado_Millones,Salario_Semanal_Miles,Minutos_Jugados,Distancia_Recorrida_Km,Precision_Pases_Porcentaje
8160,Lautaro Martinez,  Inter Milan, Serie A ,ARGENTINA, Delantero ,bueno, lesionado ,7-8,34,14,3,29,3,0,6.74,39.71,3105.0,208.7,87.2
8161, Alexandre Lacazette ,lyon,  Ligue 1,  Francia, Delantero ,regular, bueno ,3-4,29,7,8,10,5,0,12.11,234.04,2122.0,188.7,89.5
8162,SERGE GNABRY,Bayern Munich,  Bundesliga,ALEMANIA,Delantero,BAJO, lesionado , 9-10 ,19,16,5,16,1,3,51.48,111.73,2103.0,260.0,75.5
8163,KHVICHA KVARATSKHELIA,  Napoli,Serie A ,Georgia ,DELANTERO,regular,optimo,5-6,26,13,12,13,1,0,9.52,17.27,2699.0,169.0,55.4
8164,NEYMAR JR,  PSG, Ligue 1 ,Brasil,  Delantero,excelente, Optimo ,1-2,21,8,8,11,6,0,80.95,,2457.0,235.3,80.7
8165,Mike Maignan,AC Milan ,Serie A,Francia ,PORTERO,BUENO, lesionado ,9-10,20,12,4,35,2,1,1.58,33.61,1384.0,223.3,68.3
8166,JOSHUA KIMMICH, Bayern Munich ,BUNDESLIGA, Alemania ,  Mediocampista,Bajo, lesionado ,1-2,-5,12,12,14,3,0,58.79,1.63,2384.0,205.4,77.3
8167,Nicolo Barella,INTER MILAN, Serie A , Italia ,Mediocampista,REGULAR,LESIONADO, 3-4 ,37,15,9,29,3,1,43.44,116.76,2007.0,253.7,74.8
8168,dusan vlahovic,Juventus,SERIE A,serbia,DELANTERO,regular, bueno ,9-10,36,10,17,32,0,0,44.15,,2355.0,245.7,109.9
8169,Robert Lewandowski,Barcelona , La Liga ,Polonia, Delantero ,excelente, Optimo ,1-2,34,17,11,19,4,0,61.32,129.58,2150.0,261.8,63.2
8170, Dimitri Payet ,marseille,Ligue 1,Francia, Mediocampista ,Bajo, Optimo ,3-4,36,13,9,27,1,0,8.62,69.33,1560.0,212.3,
8171,THOMAS MULLER,Bayern Munich,  Bundesliga,Alemania ,  Delantero,BUENO,OPTIMO,1-2,60,22,6,37,7,1,16.43,116.54,1705.0,233.9,75.5
8172,KYLIAN MBAPPE,PSG,Ligue 1 ,Francia,delantero,BUENO,Lesionado,7-8,25,14,14,33,4,0,1.9,99.54,859.0,216.1,68.1
8173, Mike Maignan ,AC Milan,Serie A, Francia ,PORTERO, Excelente ,BUENO,5-6,22,10,6,33,1,1,16.23,87.01,2766.0,248.7,74.3
8174,ERLING HAALAND, Manchester City ,Premier League,noruega,delantero,BAJO,regular,7-8,27,12,11,23,4,0,13.6,40.28,2597.0,255.1,93.9
8175,Bruno Fernandes,Manchester United, Premier League ,Portugal,  Mediocampista,bueno,regular,5-6,22,13,5,21,2,0,31.3,58.67,816.0,274.8,51.9
8176, Achraf Hakimi ,psg, Ligue 1 ,Marruecos ,defensa,Bueno,optimo,7-8,24,-10,8,30,2,0,48.07,58.63,3157.0,234.7,81.7
8177,MARCO REUS,BORUSSIA DORTMUND,BUNDESLIGA,Alemania, Mediocampista ,Bueno,OPTIMO,5-6,34,5,8,25,2,0,,14.43,2431.0,247.3,82.0
8178,alexandre lacazette,  Lyon,ligue 1,Francia ,Delantero ,excelente,bueno,7-8,22,12,9,36,1,1,4.61,148.17,2323.0,244.6,76.6
8179,Achraf Hakimi,  PSG,ligue 1,Marruecos, Defensa ,bueno ,OPTIMO,9-10,18,9,1,28,3,0,21.49,32.06,2213.0,156.5,86.8
8180, Vinicius Junior , Real Madrid , La Liga , Brasil ,Delantero ,excelente,OPTIMO,5-6,38,4,4,27,3,0,6.35,8.75,2168.0,214.2,68.5
8181, Gianluigi Donnarumma ,PSG , Ligue 1 ,Italia,Portero ,bajo,OPTIMO,3-4,29,100,4,11,0,0,25.55,327.25,3348.0,148.2,79.3
8182, Mike Maignan , AC Milan ,Serie A,Francia ,Portero ,BAJO,REGULAR, 5-6 ,37,15,9,13,1,0,4.72,17.7,1519.0,214.6,86.4
8183, Joshua Kimmich ,Bayern Munich ,Bundesliga ,alemania,Mediocampista , Excelente ,lesionado,3-4,29,11,2,14,5,0,33.51,157.8,1257.0,256.0,68.1
8184,nicolo barella,  Inter Milan,serie a,Italia,Mediocampista ,Regular,Lesionado,7-8,24,13,3,22,5,0,27.63,1.72,916.0,237.2,80.0
8185,vinicius junior,  Real Madrid,  La Liga,Brasil, Delantero ,Bajo,Regular,7-8,19,11,12,36,5,0,24.66,118.4,1560.0,181.8,74.6
8186,RAFAEL LEAO,AC MILAN,  Serie A,Portugal, Delantero ,Excelente,REGULAR, 5-6 ,32,13,4,20,50,1,58.62,44.73,2186.0,190.1,83.7
8187,RAFAEL LEAO,  AC Milan,  Serie A,Portugal ,Delantero ,Bajo,LESIONADO,7-8,22,14,8,38,1,0,6.63,137.04,1654.0,287.7,47.4
8188, Antoine Griezmann ,ATLETICO MADRID,La Liga , Francia ,DELANTERO,bueno ,BUENO,1-2,23,12,8,12,2,0,33.3,181.77,1856.0,201.0,98.3
8189, Pedri ,Barcelona,  La Liga,españa, Mediocampista ,REGULAR, Optimo ,1-2,19,10,13,36,1,1,33.29,326.96,2855.0,208.2,90.2
8190,Lautaro Martinez, Inter Milan ,Serie A ,Argentina,DELANTERO, bajo ,Optimo,3-4,18,10,7,10,4,0,57.96,4.83,1521.0,273.6,68.1
8191,JUDE BELLINGHAM,BORUSSIA DORTMUND,BUNDESLIGA,INGLATERRA,Mediocampista, Regular,Optimo,9-10,36,9,10,20,0,10,17.51,280.72,2927.0,200.3,71.6
8192,BUKAYO SAKA,arsenal, Premier League ,  Inglaterra,DELANTERO,Bueno, regular ,9-10,20,14,11,14,3,0,17.03,34.01,3066.0,195.6,82.4
8193,KYLIAN MBAPPE,PSG,ligue 1,francia,Delantero ,bueno,REGULAR,3-4,25,11,13,32,1,0,57.92,38.65,2835.0,167.8,80.2
8194,Pedri,Barcelona ,la liga,ESPAÑA,  Mediocampista,Bueno,Optimo,9-10,33,10,5,34,5,0,0.01,92.69,782.0,263.5,95.7
8195, Karim Benzema , Real Madrid ,La Liga,Francia ,Delantero ,excelente,Regular, 1-2 ,39,11,10,32,4,1,30.12,161.69,1854.0,140.9,79.9
8196, Gregor Kobel , Borussia Dortmund ,bundesliga,Suiza , Portero , bajo , lesionado ,1-2,30,15,9,18,4,0,22.6,553.17,2448.0,164.4,89.2
8197,MARCO REUS,Borussia Dortmund ,Bundesliga,ALEMANIA,Mediocampista,BUENO,REGULAR,5-6,34,8,15,30,1,1,,32.11,,229.8,101.8
8198, Lautaro Martinez ,Inter Milan,Serie A,argentina,Delantero, Excelente ,lesionado,9-10,32,18,12,25,1,0,0.13,146.41,1169.0,306.2,64.7
8199, Luka Modric ,  Real Madrid, La Liga ,Croacia,Mediocampista,BAJO,bueno, 5-6 ,31,17,5,20,2,0,61.97,265.34,1768.0,242.5,75.9
8200,Kylian Mbappe,PSG ,  Ligue 1, Francia ,DELANTERO,Bueno,regular,1-2,38,15,7,23,1,0,42.18,,1372.0,239.9,86.6
