ID_Jugador,Nombre_Jugador,Equipo,Liga,Pais_Origen,Posicion,Nivel_Rendimiento,Estado_Fisico,Valoracion_Tecnica,Edad_Jugador,Goles_Temporada,Asistencias_Temporada,Partidos_Jugados,Tarjetas_Amarillas,Tarjetas_Rojas,Valor_Mercado_Millones,Salario_Semanal_Miles,Minutos_Jugados,Distancia_Recorrida_Km,Precision_Pases_Porcentaje
8160,leroy sane,BAYERN MUNICH, Bundesliga ,Alemania ,Delantero ,excelente,Optimo,9-10,24,15,6,15,4,0,19.43,,2522.0,163.9,64.8
8161,LUKA MODRIC,  Real Madrid,La Liga , Croacia , Mediocampista ,bajo,REGULAR, 5-6 ,22,13,3,32,2,1,45.05,401.52,1923.0,211.7,76.8
8162, Mike Maignan ,AC Milan,Serie A,  Francia,portero,bajo,Lesionado, 5-6 ,23,12,4,23,4,0,7.01,73.94,2132.0,182.8,78.9
8163, Luka Modric ,real madrid,La Liga, Croacia ,MEDIOCAMPISTA,BAJO,optimo,1-2,36,17,5,23,5,0,27.69,120.17,1879.0,104.3,
8164,Jamal Musiala,bayern munich, Bundesliga ,ALEMANIA,MEDIOCAMPISTA,REGULAR,regular,1-2,19,15,8,25,2,1,48.8,183.76,2508.0,285.7,65.2
8165,KYLIAN MBAPPE,PSG,  Ligue 1,Francia,DELANTERO, bajo ,LESIONADO,9-10,36,11,12,22,1,0,32.52,366.0,1074.0,249.0,70.4
8166,erling  haaland,Manchester City ,Premier League,NORUEGA,DELANTERO, Excelente ,LESIONADO, 7-8 ,-5,11,14,12,2,0,47.93,100.7,2120.0,266.9,96.9
8167,Kylian Mbappe, PSG ,  Ligue 1,Francia,Delantero ,bueno ,BUENO,1-2,35,8,7,11,4,1,49.76,25.95,,191.1,78.2
8168,Bruno Fernandes,Manchester United,PREMIER LEAGUE,Portugal,mediocampista, Regular,OPTIMO, 1-2 ,36,7,4,36,2,0,93.68,33.7,1326.0,274.5,74.8
8169,ERLING HAALAND, Manchester City ,PREMIER LEAGUE, Noruega ,  Delantero,regular, Optimo , 9-10 ,22,11,9,18,4,1,82.06,261.86,1919.0,248.7,73.1
8170, mohamed salah ,Liverpool,  Premier League,  Egipto,delantero, Regular,LESIONADO,1-2,18,14,6,39,2,0,21.91,365.01,1786.0,236.8,91.3
8171,KHVICHA KVARATSKHELIA,  Napoli,Serie A ,georgia, Delantero , bajo ,Bueno,7-8,60,17,5,39,4,0,0.26,82.69,2759.0,220.2,72.0
8172,Lionel Messi,PSG,Ligue 1 , Argentina ,DELANTERO,bueno,optimo, 3-4 ,36,11,7,10,2,1,9.46,110.82,2348.0,186.0,80.2
8173,dimitri payet,marseille,Ligue 1,Francia,  Mediocampista,Regular, lesionado ,5-6,35,16,3,10,2,0,,22.05,1437.0,252.5,90.7
8174,Virgil van Dijk,Liverpool ,premier league,  Paises Bajos,DEFENSA,regular,OPTIMO, 1-2 ,30,10,7,13,4,1,9.91,73.56,1597.0,172.5,71.3
8175, Victor Osimhen ,Napoli,serie a,Nigeria, Delantero ,bueno,Regular,3-4,25,12,8,22,8,0,22.12,202.76,1696.0,239.2,60.3
8176,DIMITRI PAYET,  Marseille,LIGUE 1,FRANCIA,Mediocampista ,Excelente, Optimo ,1-2,34,-10,10,38,4,0,5.08,2.82,,219.1,95.8
8177,achraf hakimi,  PSG,ligue 1,marruecos,DEFENSA,Bajo,Regular,9-10,31,12,7,13,1,0,7.77,284.5,1138.0,209.2,86.7
8178,NEYMAR JR,psg,ligue 1,BRASIL,Delantero,bueno,Regular, 9-10 ,31,9,11,10,2,1,6.31,1.13,1042.0,172.6,54.1
8179,Vinicius Junior,Real Madrid,La Liga,  Brasil,  Delantero,BUENO, bueno ,5-6,33,9,5,28,3,0,29.97,446.61,2271.0,205.4,75.4
8180,Jude Bellingham,BORUSSIA DORTMUND,Bundesliga ,Inglaterra,Mediocampista , Regular, regular ,1-2,18,14,7,13,3,0,27.09,246.63,1339.0,198.4,69.6
8181,bukayo saka, Arsenal ,PREMIER LEAGUE,INGLATERRA, Delantero , Regular, lesionado ,1-2,37,100,4,10,5,0,5.73,115.12,1184.0,185.5,59.5
8182,JUDE BELLINGHAM,  Borussia Dortmund,  Bundesliga,  Inglaterra,Mediocampista,bueno, Optimo ,5-6,24,13,7,13,4,0,29.29,87.05,2280.0,199.7,99.7
8183, Jan Oblak ,Atletico Madrid ,la liga, Eslovenia , Portero ,Bajo,Optimo,5-6,19,12,2,28,2,0,13.72,1.68,2118.0,274.2,79.3
8184, Kylian Mbappe ,  PSG,Ligue 1 ,  Francia,DELANTERO,regular,LESIONADO,9-10,35,14,7,16,3,0,52.94,50.31,1225.0,247.7,70.7
8185,JAMAL MUSIALA,BAYERN MUNICH, Bundesliga ,Alemania ,Mediocampista ,BUENO,Lesionado, 7-8 ,23,10,6,27,3,0,91.02,6.62,1581.0,224.4,63.2
8186, Virgil van Dijk ,liverpool,premier league,  Paises Bajos,defensa,bajo, lesionado ,3-4,20,13,12,18,50,1,36.51,284.15,,152.6,83.7
8187,Virgil van Dijk,liverpool,PREMIER LEAGUE,Paises Bajos,DEFENSA, Regular, Optimo ,5-6,27,12,15,32,1,0,9.75,181.51,1451.0,237.7,49.0
8188,LAUTARO MARTINEZ,inter milan,Serie A,Argentina,DELANTERO,bueno ,Bueno,7-8,39,11,7,29,5,1,0.94,95.67,2646.0,269.0,87.4
8189,Achraf Hakimi,PSG,  Ligue 1,MARRUECOS,  Defensa,bueno,optimo, 9-10 ,37,8,8,26,3,0,35.78,79.07,1506.0,269.8,72.3
8190, Rafael Leao ,AC Milan ,  Serie A,  Portugal,Delantero ,bueno,BUENO, 7-8 ,39,9,5,32,4,0,14.19,159.89,1653.0,242.1,97.7
8191,gregor kobel,Borussia Dortmund,  Bundesliga,suiza,Portero ,excelente,bueno,7-8,29,15,8,28,3,10,,10.93,1794.0,199.5,63.6
8192,Leroy Sane,  Bayern Munich,Bundesliga ,Alemania ,Delantero ,Bajo, bueno ,9-10,18,13,2,28,2,0,0.81,71.96,2302.0,234.9,94.2
8193, Achraf Hakimi ,PSG,Ligue 1,Marruecos,Defensa ,BAJO, bueno , 1-2 ,26,17,3,24,4,0,14.76,139.59,2094.0,363.8,74.5
8194, Paulo Dybala ,  AS Roma,Serie A,ARGENTINA, Delantero , bajo ,optimo,5-6,20,14,7,30,4,0,4.96,91.23,1681.0,208.6,93.4
8195, Karim Benzema ,real madrid,la liga,Francia,DELANTERO,regular,bueno,3-4,39,11,9,31,0,0,0.66,10.72,2686.0,228.4,71.8
8196,lautaro martinez, Inter Milan , Serie A ,ARGENTINA, Delantero ,bajo,bueno,1-2,21,14,2,28,4,0,47.07,168.18,1845.0,182.8,63.4
8197,kylian mbappe,psg,Ligue 1 ,Francia,Delantero ,excelente,bueno, 5-6 ,38,15,10,28,3,0,3.15,155.45,1262.0,167.1,96.9
8198,JUDE BELLINGHAM,  Borussia Dortmund,bundesliga,Inglaterra ,Mediocampista ,Excelente, lesionado ,7-8,25,6,14,35,2,0,18.66,403.19,1560.0,267.5,82.8
8199,RODRI, Manchester City ,Premier League ,ESPAÑA,MEDIOCAMPISTA,Bueno, Optimo ,1-2,26,10,7,23,4,0,39.23,204.84,2023.0,251.5,71.3
8200, Neymar Jr ,PSG, Ligue 1 ,BRASIL,delantero,BUENO,Regular,3-4,23,16,11,37,1,0,21.24,165.59,2566.0,269.3,63.3
